Filename-->,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
Mode/Unit-->,,,,,,
Int.time[ms]-->,1.5,1.5,1.5,1.5,1.5,1.5
NrOfAverages-->,100,100,100,100,100,100
Smoothing-->,0,0,0,0,0,0
Wavelength [nm],1200nm,1300nm,1460nm,1550nm,1650nm,1720nm
1014.478515625,92.86999999999989,17.710000000000036,66.63999999999987,85.03999999999996,137.57999999999993,156.63999999999987
1019.0127824097468,130.7900000000002,22.700000000000045,66.03999999999996,95.87999999999988,140.68000000000006,159.76
1023.5424902547647,163.33000000000015,25.230000000000018,65.53999999999996,98.72000000000003,141.91999999999985,160.16000000000008
1028.067634795634,201.83000000000015,25.11999999999989,64.49000000000001,97.31000000000017,141.37000000000012,159.26
1032.588211667935,249.48999999999978,26.12999999999988,65.37999999999988,98.94999999999982,141.80000000000018,158.86000000000013
1037.1042165072477,309.1400000000001,30.039999999999964,65.30999999999995,99.41000000000008,143.29999999999995,157.5400000000002
1041.6156449491527,376.6999999999998,31.549999999999955,65.69000000000005,100.23999999999978,142.25999999999976,159.19000000000005
1046.12249262923,457.1400000000001,35.57999999999993,65.51999999999998,101.6099999999999,141.6099999999999,157.70000000000005
1050.6247551830602,552.0600000000002,38.87999999999988,67.32999999999993,100.50999999999999,143.01,157.7299999999998
1055.122428246223,663.6300000000001,41.210000000000036,65.8599999999999,100.96000000000004,142.7199999999998,158.5999999999999
1059.6155074542994,793.5899999999999,45.26999999999998,66.88000000000011,99.62999999999988,141.81000000000017,156.98000000000025
1064.103988442869,954.5500000000002,52.07999999999993,65.52999999999997,99.75999999999976,140.38999999999987,158.01999999999998
1068.5878668475125,1137.0600000000002,58.200000000000045,66.92000000000007,101.81999999999994,141.45000000000005,159.26
1073.0671383038098,1380.82,64.20000000000005,64.77999999999997,101.11000000000013,140.48000000000025,159.3599999999999
1077.5417984473415,1666.48,75.63999999999987,67.39999999999986,102.53999999999996,142.80999999999995,161.05999999999995
1082.0118429136876,2002.54,81.84999999999991,65.75999999999999,101.76000000000022,140.03999999999996,159.46000000000004
1086.4772673384286,2396.66,95.05000000000018,64.32999999999993,102.03999999999996,140.42999999999984,158.88999999999987
1090.9380673571445,2848.4300000000003,107.57999999999993,66.04999999999995,101.95000000000005,140.23000000000002,159.48999999999978
1095.394238605416,3434.5299999999997,127.35000000000014,66.06999999999994,102.84999999999991,142.26,160.18000000000006
1099.8457767188227,4157.129999999999,146.34000000000015,66,102.30000000000018,143.88999999999987,159.5
