Reading,Name,PlasticType,Color,MeasurementType,DateTime,nm940,nm1050,nm1200,nm1300,nm1450,nm1550,nm1650,nm1720,nm940_snv,nm1050_snv,nm1200_snv,nm1300_snv,nm1450_snv,nm1550_snv,nm1650_snv,nm1720_snv,nm940_norm,nm1050_norm,nm1200_norm,nm1300_norm,nm1450_norm,nm1550_norm,nm1650_norm,nm1720_norm
0,,unknown,,calibration,2023-05-23 16:06:18.179239,121596.0,186275.0,389579.0,392028.0,222722.0,237468.0,87115.0,58448.0,-0.7608093716943783,-0.2159134880095868,1.4968451003522134,1.5174769904424135,0.09113857328789153,0.21536799397800635,-1.0512986335156078,-1.2928071648409518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,reference,reference,white,regular,2023-05-23 16:06:26.612920,123151.0,189526.0,387560.0,393345.0,226767.0,238255.0,87162.0,58853.0,-0.7598701153575655,-0.19900708816606125,1.4743631374737485,1.5232458886948836,0.11567615093960824,0.2127487604518644,-1.063974062409845,-1.3031826716266328,0.7221894873949238,1.3218053317477723,-1.587960008569172,-0.48988607081503527,1.4129428840050904,-0.495712382994571,-0.8523901538880657,-0.030989086881027778
2,reference,reference,white,regular,2023-05-23 16:06:27.579365,120067.0,186789.0,392267.0,397461.0,221048.0,231472.0,86586.0,60075.0,-0.7656969275729261,-0.20980122268075482,1.502142928421334,1.545416845438359,0.0756283350948049,0.16247610386366665,-1.0446445624683847,-1.2655215000960989,-0.8130726926489636,0.17899595118814596,0.4468720819201432,0.8971035711382267,-0.4858077606827096,-1.6331413449292234,-0.39240532774535025,1.801455521759695
3,reference,reference,white,regular,2023-05-23 16:06:28.594885,121155.0,190279.0,391823.0,391981.0,224857.0,241135.0,87533.0,58512.0,-0.7745124337105735,-0.19418876377286395,1.4978538514393016,1.4991803247315034,0.0961073976053277,0.23276772830444864,-1.0567825921308858,-1.300425512466258,-1.329195266409558,1.8721764670622798,-0.13299722413894216,-0.8823013280110947,0.3545483773421674,1.100817767186375,-0.25556406963370054,-0.7274847233976259
4,reference,reference,white,regular,2023-05-23 16:06:29.570120,122559.0,184870.0,378334.0,389218.0,226314.0,237500.0,86560.0,58941.0,-0.7578637459624226,-0.22110173870305644,1.4454438948516288,1.5392013002376914,0.1359068894501937,0.23226579579423035,-1.0679678286978933,-1.3058845669703723,0.779740266921354,-0.41566247929220335,-2.0640761813161044,-0.3866897279886651,1.4143127729277907,0.1778816285507669,-0.3250755483138791,0.8195692685109144
5,reference,reference,white,regular,2023-05-23 16:06:30.931240,121854.0,190277.0,389274.0,398038.0,227427.0,240319.0,87520.0,59248.0,-0.7723982775361731,-0.2003726272728745,1.4632695445910548,1.5365377847867134,0.11020646027490245,0.21798534578407985,-1.0594352194437202,-1.2957930111839826,-1.1520030219524615,1.304349087291836,-1.5204925139672059,0.5236699416054674,1.2587585509283215,0.10189477897042833,-0.831394573697084,0.3152177508206136
6,A01A,PET,white,regular,2023-05-23 16:07:11.310322,116842.0,187129.0,365576.0,361328.0,190967.0,210871.0,66046.0,39822.0,-0.6624805700656214,-0.045583560691330564,1.5206153186435976,1.4833313472716227,-0.011898089381151892,0.16279592337491802,-1.1083083972338956,-1.3384719719181388,0.835589249863529,1.267045722937902,0.6131904982208374,0.44825745146084717,-0.18652287136176385,0.11547172109784704,-1.1671077024170682,-1.9259240698021294
7,A01A,PET,white,regular,2023-05-23 16:07:12.530836,118147.0,187378.0,363992.0,370035.0,190014.0,213766.0,66323.0,39684.0,-0.6554496944075354,-0.054586181831914805,1.478266274582562,1.530714140516818,-0.03170804603798815,0.17443819120683193,-1.1052359271027004,-1.3364387569260736,0.8679276221937817,1.1968839052894786,0.5099152389277705,0.6018118270406103,-0.2689421363208241,0.1824271243776514,-1.1498870393790352,-1.94013654212943
8,A01A,PET,white,regular,2023-05-23 16:07:13.686413,117550.0,186096.0,357446.0,369677.0,195105.0,213960.0,65090.0,40048.0,-0.6621805189010095,-0.06155957253116641,1.4398613588211024,1.5470331091063056,0.01738003161562431,0.18259328904572075,-1.1218510298945317,-1.3412766672620455,0.8561961814689432,1.1732145307690884,0.37343357591158133,0.6232909093727453,-0.03387469491823384,0.2114272647001391,-1.2977921348464494,-1.9058956324578118
9,A01A,PET,white,regular,2023-05-23 16:07:14.874898,115627.0,186910.0,362362.0,377881.0,195088.0,212574.0,65122.0,39336.0,-0.6738328423536128,-0.06377986115081888,1.4377705177332434,1.5705849645899435,0.006208961994621818,0.15585735543081355,-1.1060638906490985,-1.326745205595092,0.6668706964390516,1.1605883849389311,0.47150228122347776,0.7891494400487651,-0.038331410405787046,0.14264033959377803,-1.2457391828160855,-1.94668054902213
10,A01A,PET,white,regular,2023-05-23 16:07:16.356797,119360.0,189796.0,359872.0,373616.0,191214.0,210970.0,65370.0,40578.0,-0.6478852229819739,-0.035235450995475405,1.4440794252095295,1.5636242384610264,-0.02290173845250228,0.14893523263281297,-1.1174882837683766,-1.3331282001050406,0.9312654232610841,1.2856281710915431,0.3813910422858191,0.6597055089083446,-0.23831246350008575,0.04564848646964268,-1.2659745419074617,-1.799351626608882
11,A02A,PET,white,regular,2023-05-23 16:07:34.545884,128094.0,191768.0,387768.0,394613.0,206851.0,224203.0,72608.0,44567.0,-0.6411073300962026,-0.1191886682468693,1.4873706451694282,1.543477270171135,0.004442628305467516,0.14667230792995525,-1.095911156954451,-1.3257556962784631,1.15752344787342,0.9036987596327963,0.5419173565020134,0.6610638692924955,-0.16401165530865094,-0.0008146207012087208,-1.1736445050004032,-1.9257326522904648
12,A02A,PET,white,regular,2023-05-23 16:07:35.791917,127190.0,192727.0,379487.0,392165.0,200262.0,221509.0,71760.0,44499.0,-0.6368187472662181,-0.09133111917133316,1.463138408316967,1.5686618858790609,-0.02861464942607539,0.1482316455543482,-1.0981822400306027,-1.3250851838561466,1.1815749244382996,1.0616357639644374,0.42287434108674804,0.6998772338023966,-0.3677805011699857,-0.012870852800128998,-1.163496994861184,-1.8218139144605772
13,A02A,PET,white,regular,2023-05-23 16:07:36.930548,125368.0,195035.0,378830.0,396024.0,208251.0,222434.0,71697.0,44750.0,-0.6611960384548633,-0.08490197831164584,1.4354730455019624,1.5777039449249675,0.024422411985808655,0.14174594615566316,-1.1051692036829717,-1.328078128118921,0.9728012054299131,1.1441135360767714,0.34549480081229583,0.749889960578466,-0.05459338097518868,-0.03678634450557186,-1.2534121562695701,-1.8675076211471249
14,A02A,PET,white,regular,2023-05-23 16:07:38.007335,124323.0,192761.0,382196.0,393905.0,203855.0,222338.0,71946.0,45523.0,-0.6633502963853225,-0.0978702038497886,1.467367256763743,1.5641147713535697,-0.0062042266647567,0.1465145633398354,-1.0961237673624649,-1.3144480971948154,0.9716252321727575,1.1132816016804912,0.49865157089224715,0.7700036408118562,-0.2530200930737916,-0.013010799767987694,-1.2750866512037047,-1.8124445015118629
15,A02A,PET,white,regular,2023-05-23 16:07:39.129625,123862.0,189561.0,378219.0,386330.0,200820.0,224145.0,72252.0,44601.0,-0.6603059051739671,-0.10846171312857358,1.4761867835441287,1.5443157998408787,-0.013890810097491128,0.1820294593047647,-1.0938083747924205,-1.3260652394973198,1.0435721020571413,1.0320114591571588,0.48819478430826363,0.6581365987592099,-0.3156517813704218,0.17509855480098835,-1.1554918680627237,-1.9258698496496125
16,A03A,PET,transparent,regular,2023-05-23 16:08:01.365346,132015.0,206242.0,429752.0,423701.0,231029.0,253650.0,88290.0,57668.0,-0.7295404229006691,-0.1641560449484647,1.5383115519650197,1.4922213035245764,0.02464563875559569,0.19694897869465852,-1.0625921685721922,-1.2958388365185245,0.6226239221848325,1.1500169552331416,1.0501578215299985,0.5026380181639295,-0.5640146736846994,0.19244534505939767,-1.1479124263698528,-1.8059549621167368
17,A03A,PET,transparent,regular,2023-05-23 16:08:02.516750,130562.0,207183.0,432351.0,425941.0,236193.0,254990.0,90005.0,59980.0,-0.75196015975412,-0.1705014968599641,1.538245246285535,1.4896012710156803,0.049648537863668615,0.19229452899431748,-1.059737648836725,-1.2875902787083924,0.05897193423686291,1.3606538516816686,1.2777548067061668,0.49066999356790036,-0.38901655801983726,0.0606893747406521,-1.3121693800796077,-1.547554022833791
18,A03A,PET,transparent,regular,2023-05-23 16:08:03.675899,129791.0,205864.0,425816.0,414496.0,233302.0,250115.0,88596.0,58727.0,-0.7459960329357449,-0.1551401535999388,1.553218033558044,1.4652960565874853,0.05796967008541409,0.1885555533721638,-1.0659559129094351,-1.2979472141579884,0.3672905123460586,1.5510641401500505,1.1703546902916178,0.05124039184385151,-0.25622102774726735,-0.07584730308744109,-1.2123147426736591,-1.5955666611232038
19,A03A,PET,transparent,regular,2023-05-23 16:08:04.842704,131419.0,198081.0,421445.0,406701.0,227669.0,244196.0,86450.0,57233.0,-0.7113471319868071,-0.185804727831831,1.5751273408380573,1.4588902461385138,0.04745783035930392,0.1777515406210616,-1.0658686940828308,-1.296206404055468,1.2609755721005746,0.7743011797751082,1.28927600311511,0.04864559010577584,-0.3768580981159731,-0.2057078217186853,-1.2114047075179253,-1.579227717743982
20,A04A,PET,transparent,regular,2023-05-23 16:08:15.897806,110061.0,179833.0,302013.0,340035.0,168630.0,191276.0,54200.0,33060.0,-0.6133878449077782,0.07326406179320452,1.2756823665676997,1.6498708490045622,-0.036988780475486496,0.1858788323083015,-1.163136485626456,-1.371182998664047,0.9597844638793396,1.4332723220426746,-0.06061358271912266,0.663168139686736,-0.2027615485732299,0.17700994064491735,-1.2628937684815724,-1.7069659664797407
21,A04A,PET,transparent,regular,2023-05-23 16:08:17.187993,111351.0,179007.0,301113.0,336019.0,169250.0,191415.0,55230.0,33034.0,-0.6046336715350362,0.06927356172573275,1.2855458306233833,1.6332371792724374,-0.027913869912633726,0.19286704863450096,-1.1636431878798927,-1.384732890928492,1.0515084906708088,1.4125376156392744,-0.08837159029955027,0.5837061817104546,-0.19214697276896892,0.17617441193979205,-1.1971486813332342,-1.7462594555585738
22,A04A,PET,transparent,regular,2023-05-23 16:08:18.367589,113030.0,179284.0,303267.0,343906.0,170609.0,197916.0,57149.0,33677.0,-0.606075495634515,0.04342047301508175,1.2588408050868503,1.6572298332202604,-0.041621600339511955,0.22607222065113824,-1.1538836917299675,-1.3839825442693363,1.0670987313935212,1.3329306019495335,-0.15324539983508775,0.644677894495721,-0.2536336964237839,0.29089825314002365,-1.1420034525475062,-1.7867229321724187
23,A04A,PET,transparent,regular,2023-05-23 16:08:19.717260,112185.0,177033.0,297099.0,341365.0,166951.0,192643.0,55210.0,33887.0,-0.5945275430477193,0.04952316742929332,1.241982342795272,1.681618858184728,-0.05060820536600091,0.2045569632371234,-1.1603860002002573,-1.3721595830324393,1.1177809964446428,1.3436013480262876,-0.18271085873716503,0.6964126929228599,-0.2885610401428316,0.21252146492696633,-1.230131655278784,-1.6689129481619722
24,A05A,PET,green,regular,2023-05-23 16:08:35.713549,54414.0,83555.0,178842.0,195803.0,113179.0,129728.0,44142.0,29984.0,-0.8530239616622217,-0.34872236496299286,1.3002734225761934,1.5937931844792037,0.16393782173677576,0.4503276890637563,-1.0307867701209046,-1.2757990211098098,-1.3093902890353504,-1.2775845576133396,-0.9619940502762039,0.25131564938633333,0.5126432735229017,1.657988572314208,0.46899930213288166,0.658022099568584
25,A05A,PET,green,regular,2023-05-23 16:08:36.999625,53761.0,83892.0,180756.0,199991.0,116797.0,131926.0,46195.0,30986.0,-0.8810122413517756,-0.3683178047453606,1.2798728927901937,1.6071662945400325,0.1915776662490998,0.44900536965816196,-1.0097516163265237,-1.268540560813828,-1.473612536237345,-1.266960614262478,-0.9255312214190377,0.2325239442051131,0.5902840263565646,1.3715443475030296,0.7375016884054713,0.7342503654486779
26,A05A,PET,green,regular,2023-05-23 16:08:38.130367,54079.0,84457.0,180250.0,200969.0,116093.0,134050.0,46964.0,30770.0,-0.8811771879207074,-0.36515982667434116,1.2620325851326626,1.6139768773067182,0.17222661220873353,0.47725405825195555,-1.0020364783699764,-1.277116639935045,-1.4183187169693838,-1.2079151416072935,-0.9823661389971077,0.23199390416081092,0.44119475878879766,1.4924692521376768,0.875241023180487,0.5677010593060099
27,A05A,PET,green,regular,2023-05-23 16:08:39.375090,55711.0,85734.0,184395.0,199022.0,115589.0,133902.0,45061.0,29819.0,-0.8507331947750215,-0.34438941241160786,1.319547699527797,1.5662349228109351,0.15912101700782774,0.46797335309753213,-1.0303475331879168,-1.2874068520695459,-1.2884419706468393,-1.2258807985167581,-0.8348876085155802,0.19333257275161655,0.5318512017019554,1.875420979967718,0.48023677955810523,0.2683688436997707
28,B01A,HDPE,white,regular,2023-05-23 16:09:04.732233,114354.0,176675.0,306735.0,321422.0,162260.0,186909.0,72535.0,48408.0,-0.6372780429049303,0.032372552280025606,1.4298911480945242,1.5877056615246914,-0.12251927117581013,0.14233876256424502,-1.086630881274656,-1.3458799291080898,1.5010873044599904,1.6142889821519402,-0.6594808219755691,-0.20016965540466303,-1.4895765133856127,-0.6631307004010569,-0.020378842816345964,-0.08263975262868288
29,B01A,HDPE,white,regular,2023-05-23 16:09:06.006166,115338.0,177170.0,310254.0,332898.0,167126.0,191738.0,73280.0,49295.0,-0.6458669097326238,0.00034096474163414843,1.3912053839183087,1.6278584294221756,-0.10462914606214782,0.1525915197186847,-1.0854161849402564,-1.3360840570657753,1.5207883548678067,1.560085185538806,-0.791161500608939,0.010925930097802263,-1.4901839428599424,-0.6233487771867842,-0.11036078853890233,-0.0767444613098439
30,B01A,HDPE,white,regular,2023-05-23 16:09:07.172966,114220.0,181703.0,309081.0,326154.0,162999.0,189792.0,73661.0,47956.0,-0.6510333680091396,0.06361728323725865,1.412561026912906,1.5933655342514914,-0.1344596514116549,0.1492804742325036,-1.0805565925827754,-1.35277470663059,1.3076060686752047,1.7935492954332284,-0.6564325295159417,-0.13713737768600032,-1.4842292464729614,-0.5775837758796941,0.04577831487353484,-0.291550749427363
31,B01A,HDPE,white,regular,2023-05-23 16:09:08.311961,114483.0,177171.0,305956.0,335148.0,169323.0,193077.0,74647.0,49351.0,-0.6602384907609439,-0.002345569612631569,1.349216768475765,1.6555785945694597,-0.0847081213796676,0.16458342483263796,-1.078306101896475,-1.3437805042281445,1.4255308887820601,1.5769862683025981,-1.0321360589886863,0.06262816037899495,-1.4272860702018568,-0.5959332173764061,0.09364185143559021,-0.10343182233229957
32,B02A,HDPE,transparent,regular,2023-05-23 16:09:27.463627,93946.0,148582.0,254941.0,285232.0,153991.0,180414.0,72407.0,50381.0,-0.7789097055396733,-0.08172773002551939,1.2754649219568712,1.6619928379884115,-0.012706255072081023,0.32446409669251536,-1.0537578381006103,-1.334820327899914,0.16190479842901226,0.5465016736131685,-1.6535906888052674,-0.529650688543004,-1.0852691785241768,-0.03572155099440367,1.0612800251585053,1.5345456096661592
33,B02A,HDPE,transparent,regular,2023-05-23 16:09:28.676062,93539.0,149238.0,251034.0,292529.0,156074.0,179120.0,70916.0,48642.0,-0.7721409469055825,-0.073939256874428,1.2021005147267032,1.7222513096753156,0.011751810344965034,0.30063951296903346,-1.0557262327020027,-1.334936711234004,0.19750244600475128,0.7469522959443203,-1.9529235262480469,-0.19967333426296005,-0.982048275446089,-0.06025317921202136,0.9687323099967872,1.2817112632232548
34,B02A,HDPE,transparent,regular,2023-05-23 16:09:29.806881,94146.0,147181.0,253656.0,288861.0,154439.0,182091.0,71319.0,49331.0,-0.7689216115320149,-0.1002036674239107,1.242338862959994,1.686238461759387,-0.008687596181587326,0.3399762784385182,-1.0567470948949957,-1.3339936331253908,0.2488454012329506,0.51489227951002,-1.8149936406137634,-0.37818113744119763,-1.1058760974267239,0.12398936143704616,0.9933385789464866,1.417985254355176
35,B02A,HDPE,transparent,regular,2023-05-23 16:09:31.199573,88988.0,146647.0,249565.0,290604.0,153346.0,181104.0,71658.0,49196.0,-0.8162698066568662,-0.09107815509750614,1.2033472493525574,1.7195050076963474,-0.006823158066753722,0.3422961444529694,-1.0342335472962063,-1.316743734384542,-0.3229875956811982,0.5624960854672089,-1.7804596046706875,-0.17201078390671892,-1.0151234385121393,0.16926062234968917,1.1265458493700136,1.4322788655838359
36,B03A,HDPE,green,regular,2023-05-23 16:10:13.017393,94108.0,149022.0,224015.0,259013.0,134120.0,158106.0,63781.0,44312.0,-0.6711779609878731,0.11802512455118605,1.1957959479082654,1.6987738695256307,-0.09614074172522906,0.24857691150964498,-1.1070260502755418,-1.386827100506083,1.0099008900128146,1.347681667669098,-1.5673863011522609,-0.457264641784908,-1.2153961170066416,-0.39120151227777794,0.46842183992399683,0.8052441746156833
37,B03A,HDPE,green,regular,2023-05-23 16:10:14.189313,95813.0,155495.0,230757.0,263317.0,135195.0,161111.0,64274.0,45118.0,-0.6737908244701376,0.16272906207560114,1.2176226598304585,1.6739928804317998,-0.12180151157941205,0.2414445153586826,-1.1158504186822293,-1.384346362964763,0.9533409903495714,1.5273874149941065,-1.4464104862124543,-0.4730176915064523,-1.2662392898976367,-0.38992020036659114,0.3381194486895202,0.7567398139499322
38,B03A,HDPE,green,regular,2023-05-23 16:10:15.348021,99416.0,159186.0,234485.0,267825.0,138647.0,165763.0,65825.0,45830.0,-0.6591018970509487,0.16667299845220113,1.206994628977409,1.6676159275565459,-0.11709127423876747,0.2575400134718467,-1.1231909804514222,-1.3994394167168644,1.062720925460252,1.4974663853912045,-1.4729165546277962,-0.517377870338767,-1.230541501720182,-0.34263015522174367,0.33409287758293704,0.6691858934740967
39,B03A,HDPE,green,regular,2023-05-23 16:10:16.519880,96157.0,153660.0,233648.0,264537.0,139999.0,162139.0,67226.0,44290.0,-0.6841770446835921,0.11790720812865248,1.2336249135343846,1.6644820946400212,-0.07264411923979913,0.23617707891095985,-1.0877229382562934,-1.4076471930343335,0.9785187387762578,1.4272013938672627,-1.5338653646137714,-0.5469564471170483,-1.1546396760576934,-0.4418636396157841,0.727364111911324,0.5442408828494508
40,B04A,HDPE,yellow,regular,2023-05-23 16:10:44.530679,109682.0,162862.0,246197.0,269976.0,131892.0,156441.0,60703.0,42128.0,-0.5019922139345536,0.20419136049321027,1.310806783113325,1.626570965443483,-0.20706297008271768,0.11892613425400997,-1.1523902073888117,-1.399049851897945,1.7459180787855046,1.4791130684931435,-0.8543493881412296,-0.30833882225617604,-1.237311479780901,-0.5960091761413953,-0.22987284951879058,0.0008505685598455521
41,B04A,HDPE,yellow,regular,2023-05-23 16:10:45.735142,105178.0,161932.0,242897.0,267501.0,131578.0,151874.0,58850.0,41891.0,-0.5353250603308171,0.22356398818693954,1.3061916763365002,1.6351853358095043,-0.1823160938990453,0.08907292059713802,-1.1548023102115414,-1.3815704564886784,1.5911722866172398,1.6350962075931539,-0.8541756642216555,-0.2581025919972142,-1.1854309779024383,-0.6914539152234158,-0.327039530940882,0.08993418607520652
42,B04A,HDPE,yellow,regular,2023-05-23 16:10:46.811988,106980.0,160712.0,241761.0,265718.0,128951.0,151336.0,60135.0,40731.0,-0.5064770011584863,0.21806133635692976,1.310950261341798,1.6339936051938195,-0.21021347451605332,0.09163255178638445,-1.1381489735568644,-1.399798305447528,1.6999195036054608,1.5337701367964272,-0.8290001451150497,-0.2706535691394992,-1.2347580794478126,-0.6658855750594457,-0.14879881156485134,-0.0845934600752306
43,B04A,HDPE,yellow,regular,2023-05-23 16:10:47.877033,105708.0,163441.0,249114.0,274378.0,134191.0,158672.0,61685.0,41946.0,-0.5588242314613007,0.19262434742786955,1.3077379583466142,1.636572366692898,-0.1880915504556326,0.1305513861626927,-1.1318244356502039,-1.3887458410629372,1.5602641117012181,1.64630558815435,-0.8878075624078914,-0.2440954040999542,-1.2811672590009242,-0.5817791015296919,-0.15684916233502683,-0.05487121048207843
44,B05A,HDPE,gray,regular,2023-05-23 16:11:01.716894,33266.0,48782.0,93058.0,90089.0,47886.0,52621.0,18906.0,14463.0,-0.6076312382004889,-0.040289969120129,1.5786583442210682,1.4700971024126388,-0.07305213572853339,0.10008275142637149,-1.1327034619691128,-1.2951613930418144,1.762804167374415,1.1808209698157706,0.0357318782602243,-0.4153498015377395,-1.1517075490939268,-0.8238817153474552,-1.051197045584683,0.46277909611338636
45,B05A,HDPE,gray,regular,2023-05-23 16:11:02.905176,33435.0,48301.0,95965.0,90980.0,49078.0,51249.0,20005.0,13843.0,-0.6040756555390384,-0.07339437110201294,1.6280984811384271,1.450145689337097,-0.04565729603087283,0.031842304972274096,-1.0834951126888603,-1.3034640400870139,1.905967008812586,1.0659767999050747,0.3706852876762126,-0.3935135766901173,-1.0218154515143907,-1.26526321631752,-0.524122653887035,-0.13791419798481486
46,B05A,HDPE,gray,regular,2023-05-23 16:11:04.039565,32661.0,48575.0,94439.0,90954.0,48213.0,52127.0,18847.0,13572.0,-0.6171131361644896,-0.04820721587938098,1.5913743555643933,1.466789893317717,-0.06114827049438723,0.07877241393416091,-1.1109466401747001,-1.2995214001033133,1.7443929122197421,1.3247998679645085,0.34134444478857273,-0.21602718297464096,-1.048401206994183,-0.8855388220747126,-1.0551216979651374,-0.20544831496414478
