color,415,445,480,515,555,590,630,680,910
blue, 220, 1254, 2832, 2603, 1750, 1509, 1739, 1369, 1341
blue, 215, 1244, 2815, 2585, 1737, 1492, 1720, 1354, 1127
blue, 215, 1242, 2814, 2593, 1746, 1502, 1733, 1365, 1106
blue, 218, 1242, 2814, 2608, 1758, 1516, 1749, 1378, 1121
blue, 218, 1248, 2830, 2613, 1708, 1449, 1664, 1314, 1140
blue, 213, 1257, 2853, 2610, 1720, 1456, 1673, 1319, 1044
blue, 205, 1248, 2832, 2559, 1630, 1350, 1534, 1214, 1085
blue, 202, 1244, 2826, 2540, 1596, 1311, 1487, 1180, 1112
blue, 201, 1237, 2811, 2529, 1609, 1328, 1509, 1195, 1093
blue, 203, 1235, 2807, 2536, 1612, 1331, 1514, 1197, 1117
blue, 205, 1261, 2860, 2567, 1622, 1339, 1522, 1206, 1098
blue, 208, 1272, 2881, 2591, 1659, 1381, 1578, 1248, 1115
blue, 210, 1272, 2875, 2589, 1661, 1389, 1589, 1256, 1162
blue, 235, 1306, 2932, 2719, 1918, 1710, 2005, 1572, 1222
blue, 237, 1311, 2947, 2739, 1941, 1733, 2035, 1595, 1217
blue, 241, 1319, 2961, 2767, 1968, 1764, 2073, 1625, 1203
blue, 241, 1318, 2961, 2773, 1971, 1766, 2078, 1628, 1168
blue, 212, 1277, 2885, 2612, 1613, 1323, 1504, 1194, 1132
blue, 205, 1269, 2874, 2572, 1577, 1285, 1453, 1155, 1179
blue, 206, 1263, 2859, 2563, 1689, 1420, 1627, 1287, 1179
blue, 232, 1310, 2947, 2719, 1881, 1656, 1937, 1522, 1169
blue, 228, 1302, 2927, 2698, 1846, 1612, 1881, 1480, 1108
blue, 220, 1256, 2818, 2605, 1790, 1573, 1837, 1444, 1082
blue, 218, 1224, 2735, 2539, 1774, 1578, 1852, 1453, 1100
blue, 206, 1227, 2785, 2541, 1659, 1397, 1603, 1268, 1027
blue, 205, 1239, 2815, 2557, 1628, 1347, 1532, 1212, 1146
blue, 204, 1261, 2862, 2572, 1611, 1320, 1500, 1191, 1082
blue, 230, 1319, 2967, 2729, 1847, 1605, 1866, 1470, 1186
blue, 198, 1148, 2560, 2351, 1581, 1379, 1605, 1263, 999
blue, 185, 1037, 2314, 2145, 1486, 1314, 1534, 1204, 963
blue, 197, 1199, 2695, 2434, 1578, 1313, 1502, 1189, 988
blue, 202, 1244, 2822, 2527, 1576, 1287, 1453, 1153, 1195
blue, 229, 1327, 2992, 2737, 1838, 1588, 1844, 1451, 1157
blue, 228, 1321, 2981, 2724, 1837, 1590, 1845, 1453, 1257
