color,415,445,480,515,555,590,630,680,910
red, 258, 447, 786, 957, 1324, 2794, 5179, 3995, 842
red, 261, 450, 789, 961, 1328, 2801, 5190, 4008, 904
red, 259, 448, 786, 958, 1325, 2796, 5186, 4002, 869
red, 209, 349, 608, 764, 1308, 2721, 5010, 3874, 895
red, 262, 462, 805, 972, 1334, 2825, 5235, 4042, 852
red, 251, 442, 764, 921, 1318, 2782, 5145, 3971, 914
red, 261, 471, 825, 995, 1374, 2823, 5185, 4022, 845
red, 242, 437, 765, 926, 1303, 2674, 4952, 3931, 808
red, 252, 449, 774, 935, 1289, 2675, 4975, 3954, 805
red, 265, 483, 843, 1015, 1395, 2890, 5318, 4125, 841
red, 266, 482, 841, 1013, 1400, 2893, 5318, 4125, 842
red, 268, 487, 856, 1031, 1419, 2919, 5356, 4135, 853
red, 269, 490, 859, 1034, 1419, 2904, 5318, 4107, 856
red, 265, 474, 828, 997, 1379, 2883, 5331, 4110, 850
red, 265, 468, 816, 984, 1363, 2880, 5341, 4113, 853
red, 263, 468, 817, 984, 1048, 1987, 3514, 2729, 969
red, 269, 473, 829, 1002, 1389, 2929, 5429, 4181, 872
red, 263, 472, 826, 994, 1388, 2880, 5300, 4100, 850
red, 253, 462, 815, 982, 1380, 2770, 5055, 3974, 826
red, 227, 416, 736, 893, 1391, 2817, 5160, 4042, 830
red, 262, 479, 839, 1008, 1332, 2662, 4847, 3789, 833
red, 262, 464, 803, 970, 1327, 2809, 5244, 4090, 828
red, 270, 482, 842, 1018, 1406, 2931, 5417, 4195, 864
red, 264, 460, 800, 968, 1350, 2896, 5404, 4165, 857
red, 262, 465, 810, 978, 1372, 2885, 5345, 4127, 851
red, 243, 433, 759, 923, 1349, 2849, 5290, 4092, 836
red, 241, 439, 769, 929, 1347, 2846, 5286, 4085, 834
red, 226, 406, 715, 867, 1269, 2622, 4819, 3730, 846
red, 264, 473, 819, 984, 1181, 2360, 4274, 3312, 938
red, 269, 486, 840, 1008, 1344, 2800, 5161, 3983, 838
red, 267, 480, 837, 1007, 1392, 2919, 5401, 4167, 842
red, 264, 477, 834, 1006, 1388, 2872, 5288, 4114, 838
red, 258, 460, 802, 973, 1319, 2729, 5042, 3934, 828
red, 256, 454, 797, 965, 1333, 2774, 5109, 3959, 878
