Reading,Name,PlasticType,Color,MeasurementType,DateTime,nm940,nm1050,nm1200,nm1300,nm1450,nm1550,nm1650,nm1720,nm940_snv,nm1050_snv,nm1200_snv,nm1300_snv,nm1450_snv,nm1550_snv,nm1650_snv,nm1720_snv,nm940_norm,nm1050_norm,nm1200_norm,nm1300_norm,nm1450_norm,nm1550_norm,nm1650_norm,nm1720_norm
0,,unknown,,calibration,2023-05-23 11:01:26,56344,89567,205776,206422,108166,115662,39090,26632,-0.7649837429,-0.2527215779,1.539093548,1.549054159,0.03405457136,0.1496346571,-1.03102147,-1.223110145,1,1,1,1,1,1,1,1
1,ref,other,white,regular,2023-05-23 11:01:41,56016,90392,203769,206205,108056,115277,39330,26430,-0.7709145214,-0.2373565464,1.522394516,1.560204245,0.036810549,0.1488893871,-1.029901849,-1.230125781,-0.6804947441,1.772220591,-1.32203933,0.09781205342,0.103406745,-0.2737770568,1.271099528,-0.9682277871
2,ref,other,white,regular,2023-05-23 11:01:43,56431,89935,204792,206862,108442,114976,39441,26490,-0.7649411935,-0.2470885967,1.528191839,1.560186672,0.03896375552,0.1399561405,-1.027546125,-1.227722491,0.2293157947,0.7473262657,-1.048452728,0.3479771446,0.432827528,-1.280571716,1.731130056,-1.159552346
3,ref,other,white,regular,2023-05-23 11:01:45,56227,89993,202672,205280,108210,114995,39425,26218,-0.7674186515,-0.2402081819,1.519122165,1.559842562,0.04422566058,0.1501642685,-1.029759181,-1.235968642,0.2119846641,1.06026065,-1.402919959,-0.2170513901,0.5202844328,-0.2461576898,1.533732546,-1.460133254
4,ref,other,white,regular,2023-05-23 11:01:46,56241,90047,203466,205718,108088,114781,39354,26665,-0.7677867466,-0.2413426699,1.524875183,1.559944462,0.03960087815,0.1438276487,-1.030759625,-1.22835913,-0.0697241705,1.193400039,-1.72134944,-0.3478320479,0.124817654,-1.087117654,1.438484319,0.4693213004
5,ref,other,white,regular,2023-05-23 11:01:47,56229,89915,204512,205533,108405,115057,39441,26479,-0.768020496,-0.2450184481,1.534191481,1.550043322,0.04205356593,0.1453311775,-1.028667601,-1.229913001,-0.1924346632,0.9571479612,-0.988043586,-0.6319235373,0.6320830862,-0.81116721,1.94524993,-0.9109119805
6,ref,other,white,regular,2023-05-23 11:01:49,56223,89816,205269,206548,108243,115369,39204,26514,-0.7667755087,-0.2482418392,1.533863592,1.553605936,0.03619301109,0.1461882758,-1.029476801,-1.225356665,-0.6234350189,1.323425484,-0.7484124799,0.4662088888,0.5062987745,-0.7758318353,1.377279087,-1.5255329
7,ref,other,white,regular,2023-05-23 11:01:50,56286,90039,204417,206172,108159,115400,39101,26276,-0.7655769006,-0.2429682147,1.52798359,1.555156826,0.0375896435,0.1497044035,-1.031657849,-1.230231499,0.2607223972,1.482274358,-0.8203696359,0.2254828079,0.4477943065,0.02106760783,0.5149140891,-2.13188593
8,ref,other,white,regular,2023-05-23 11:14:55,56064,90081,205271,205850,108564,114955,39597,26073,-0.7692001517,-0.2431774487,1.538065905,1.547019285,0.04263486918,0.1414622524,-1.023838005,-1.232966706,-0.3312662748,0.810845059,-0.06298500528,-0.0967845737,0.5912164712,-0.4531936573,1.582124036,-2.039956055
9,ref,other,white,regular,2023-05-23 11:14:56,56439,89589,206330,205922,108453,115143,38950,26612,-0.7629342057,-0.2519039845,1.547739426,1.541449823,0.03889764723,0.142028633,-1.03253926,-1.222738079,0.834937736,0.2836655587,1.220011189,-0.7373457372,1.205116614,-1.527637365,-1.181004223,-0.09774377275
10,ref,other,white,regular,2023-05-23 11:14:58,56340,89851,205912,207036,108201,115341,39274,26458,-0.7649192414,-0.2492811246,1.536564582,1.553859716,0.03307271276,0.1429368217,-1.027516004,-1.224717463,-0.1119669621,0.8479661232,0.1047581415,0.7898331897,0.004869258667,-0.9127500846,1.302873976,-2.025583643
11,ref,other,white,regular,2023-05-23 11:14:59,56338,89616,206402,206402,108507,115015,39393,26310,-0.7643326396,-0.2521392122,1.545355277,1.545355277,0.03861882726,0.1387857491,-1.025139107,-1.226504171,0.0562320467,0.1718500469,0.6132361382,0.05793028793,0.6327696312,-0.9145079129,1.44631033,-2.063820568
12,ref,other,white,regular,2023-05-23 11:15:00,55937,90069,205824,206724,108075,115148,39367,26262,-0.7695552335,-0.2441078233,1.537890448,1.551745559,0.03308677624,0.1419725589,-1.024643233,-1.226389052,-0.8889357773,1.1040992,0.269568727,0.4606280738,0.1026211589,-0.4571034893,1.334264949,-1.925142842
13,ref,other,white,regular,2023-05-23 11:15:01,56003,90054,205177,207661,108174,115485,39081,26191,-0.7680853865,-0.244744823,1.52461689,1.56279427,0.0337471746,0.1461122405,-1.028164944,-1.226275421,-0.6115814793,1.110238528,-0.1408388852,1.194910011,0.306482764,0.06606211019,0.2608950317,-2.18616808
14,A01A,PET,white,regular,2023-05-23 11:15:20,53611,86922,175161,195100,90898,98054,27904,17372,-0.6591827832,-0.1035187245,1.36840469,1.701009105,-0.03719467848,0.08217525949,-1.088003772,-1.263689097,0.9810606838,1.158483963,0.04345637624,0.9217483303,-0.0581394407,0.01111838563,-1.241139094,-1.816589205
15,A01A,PET,white,regular,2023-05-23 11:15:22,53351,87201,174993,195656,90769,98302,28300,17194,-0.6641256364,-0.1002732723,1.362111565,1.706303039,-0.04083973511,0.08464031979,-1.081409701,-1.26640658,0.9300766669,1.179171396,0.03016711621,0.9390765076,-0.0746921973,0.02552360948,-1.149211229,-1.88011187
16,A01A,PET,white,regular,2023-05-23 11:15:23,53446,86955,175225,195150,90951,98330,28211,17169,-0.6624923827,-0.1037853115,1.367970729,1.700187101,-0.03715863041,0.08587397212,-1.083244209,-1.267351269,0.9496026248,1.157243684,0.04494597718,0.9200245624,-0.05468376322,0.0320505409,-1.165566307,-1.88361732
17,A01A,PET,white,regular,2023-05-23 11:15:24,53239,87085,175654,195337,90969,97934,28017,17149,-0.6641285406,-0.1012474221,1.37171298,1.699054145,-0.03665396162,0.07917854414,-1.083586898,-1.264328847,0.9180582924,1.171590985,0.07339474529,0.9310809991,-0.04324978092,0.009618097686,-1.19336974,-1.867123599
18,A01A,PET,white,regular,2023-05-23 11:15:25,53421,87387,175301,195705,90551,98507,27635,17196,-0.6611970761,-0.09680497628,1.364007809,1.703048509,-0.04423073723,0.08796921408,-1.089667155,-1.263125587,0.9292969823,1.179049732,0.05665264134,0.9289327182,-0.07715146583,0.05463769644,-1.257877813,-1.813540491
19,A01A,PET,white,regular,2023-05-23 11:15:26,53514,86792,175218,195350,90656,98701,27886,17575,-0.6616318118,-0.1069927682,1.366789072,1.70232586,-0.04259210517,0.09149260863,-1.088769543,-1.260621312,0.9717078158,1.154874679,0.03636029541,0.9392473905,-0.09098260775,0.05404881681,-1.278223805,-1.787032585
20,A01A,PET,white,regular,2023-05-23 11:15:27,53752,86889,175417,195625,90510,98768,27654,17837,-0.6585503572,-0.1068461722,1.367073256,1.703520073,-0.04655945781,0.09092954722,-1.093060899,-1.25650599,1.002150479,1.155884038,0.03288767491,0.9419853484,-0.1169572215,0.04692748676,-1.351554067,-1.711323738
21,A01A,PET,white,regular,2023-05-23 11:15:28,53745,86626,175811,195100,92576,92964,22171,6937,-0.5919721351,-0.06584757452,1.361189892,1.669830646,0.02935759367,0.03556593069,-1.09718356,-1.340940793,0.7768830393,0.8349297623,0.342383773,0.7387949966,0.3488873226,0.1212969411,-0.9118774026,-2.251298432
22,A02A,PET,white,regular,2023-05-23 11:15:43,57781,90371,198373,206190,99327,108568,31837,19889,-0.671781625,-0.1714876838,1.486467095,1.606467025,-0.03400279471,0.1078571718,-1.070051831,-1.253467357,1.066567852,0.8877061155,0.4012274947,0.7783987264,-0.09378371491,0.1268032815,-1.217428484,-1.949491272
23,A02A,PET,white,regular,2023-05-23 11:15:45,57934,90536,197379,205878,99043,108957,31897,19888,-0.6705739986,-0.1680558167,1.478792539,1.609793767,-0.03693127918,0.115880366,-1.071901092,-1.257004486,1.094453842,0.9062947874,0.3480585022,0.7608123435,-0.1227078282,0.1624585263,-1.20044975,-1.948920423
24,A02A,PET,white,regular,2023-05-23 11:15:46,58021,90426,198480,206307,99163,109045,31768,20093,-0.6698840625,-0.1724812115,1.486101342,1.606242435,-0.03837200901,0.1133124524,-1.072856352,-1.252062594,1.102051448,0.8819503,0.3904613156,0.771232076,-0.1308196281,0.1531129885,-1.266382545,-1.901605955
25,A02A,PET,white,regular,2023-05-23 11:15:47,57427,90539,197402,207164,98906,108606,31878,19667,-0.6750057085,-0.1672827651,1.471301341,1.620986994,-0.03898734746,0.1097476293,-1.066761371,-1.253998773,1.001875536,0.9128466003,0.3644932575,0.8356403333,-0.1133036602,0.1484302331,-1.165269969,-1.984712332
26,A02A,PET,white,regular,2023-05-23 11:15:48,57589,90953,197644,206507,98954,108578,32288,19810,-0.6758783373,-0.1628112297,1.477868628,1.614162651,-0.03977292712,0.1082236513,-1.064953715,-1.256838722,1.027935494,0.9557981011,0.3567211947,0.7917104146,-0.1405385657,0.1200157274,-1.108367694,-2.003274672
27,A03A,PET,transparent,regular,2023-05-23 11:16:13,59379,94031,223782,223452,109975,121220,38554,24928,-0.7331993636,-0.2495926197,1.561225187,1.556619674,-0.02707657665,0.129859757,-1.023835126,-1.214000932,0.4456493066,0.3612878459,1.150535166,1.045715666,-0.332661687,0.3238620084,-0.9704663759,-2.02392193
28,A03A,PET,transparent,regular,2023-05-23 11:16:15,59512,93278,225446,223341,110124,120871,38370,24912,-0.7288500084,-0.259811193,1.576116135,1.546875872,-0.02580574718,0.1234793369,-1.022530593,-1.209473802,0.4929880107,0.1929619176,1.291320581,1.01496567,-0.2802141206,0.2660495685,-1.020897625,-1.957174003
29,A03A,PET,transparent,regular,2023-05-23 11:16:16,58952,93804,224378,223697,110361,120925,39076,24531,-0.7378187296,-0.2527638216,1.564508058,1.555030198,-0.02233072994,0.1246944063,-1.014444213,-1.216875168,0.2888537315,0.3091266385,1.167085553,1.033466237,-0.2286664876,0.2732486785,-0.6398090433,-2.203305307
30,A03A,PET,transparent,regular,2023-05-23 11:16:17,59095,93927,223799,223683,110094,121066,38715,24862,-0.7363635346,-0.2506798776,1.56020402,1.558586561,-0.025253612,0.1277356245,-1.020534209,-1.213694972,0.3500070823,0.3469334727,1.163591015,1.080353564,-0.3006975014,0.3058707062,-0.87619645,-2.069861889
31,A03A,PET,transparent,regular,2023-05-23 11:16:18,59059,93936,224372,223601,110252,120853,39121,24871,-0.7378679275,-0.2518425266,1.56583701,1.555092807,-0.02447232724,0.1232569865,-1.015712193,-1.214291829,0.3104414462,0.3231266429,1.212846855,1.059948823,-0.3078121663,0.2397325271,-0.7033984409,-2.134885687
32,A03A,PET,transparent,regular,2023-05-23 11:16:19,59617,93970,223548,222971,110021,121325,38773,25029,-0.7318126731,-0.251030861,1.562456917,1.554381608,-0.02639170675,0.1318115827,-1.023531478,-1.215883389,0.526203473,0.3315296237,1.142563873,1.007525171,-0.3662022456,0.3272332452,-0.9167961107,-2.052057029
33,A03A,PET,transparent,regular,2023-05-23 11:16:19,59417,93950,223911,222866,110534,120989,39284,24698,-0.7348101701,-0.2518329678,1.565796552,1.551181222,-0.01988978525,0.1263334404,-1.016389529,-1.220388761,0.4322307042,0.3146074604,1.137185931,0.959471749,-0.2529514698,0.2541892068,-0.6082507941,-2.236482787
