Reading,Name,PlasticType,Color,MeasurementType,DateTime,nm940,nm1050,nm1200,nm1300,nm1450,nm1550,nm1650,nm1720,nm940_snv,nm1050_snv,nm1200_snv,nm1300_snv,nm1450_snv,nm1550_snv,nm1650_snv,nm1720_snv,nm940_norm,nm1050_norm,nm1200_norm,nm1300_norm,nm1450_norm,nm1550_norm,nm1650_norm,nm1720_norm
28,B01C,HDPE,White,regular,2023-01-17 0:00:28,0.2150933,0.1094979,0.1504819,0.1906055,0.1693016,0.1631683,0.258115,0.0480534,0.8116102746,-0.8348112511,-0.1957972428,0.4298015875,0.09763560737,0.002006468749,1.482395678,-1.792841122,1.794865659,0.819533283,3.914801501,1.022427061,0.2295496121,0.01886663537,1.012072816,0.9958571525
29,B01C,HDPE,White,regular,2023-01-17 0:00:29,0.2216508,0.1115126,0.1526062,0.189873,0.1672393,0.1611599,0.2588195,0.0485084,0.8934448832,-0.811095466,-0.1751154037,0.4016396575,0.05135197439,-0.04273511436,1.468681712,-1.786172243,1.975841841,0.7962515229,3.50128549,0.9554344764,0.1207328568,-0.4018342277,1.00270991,0.9921528359
30,B01C,HDPE,White,regular,2023-01-17 0:00:30,0.217824,0.1102245,0.1521884,0.191644,0.1699326,0.1616861,0.2590715,0.0482315,0.8360537966,-0.83066559,-0.1806435577,0.4305248347,0.09421461677,-0.03352390824,1.474978772,-1.790938964,1.848922193,0.8154634921,3.611816287,1.024147547,0.2215065724,-0.31522213,1.007009088,0.994800574
31,B01C,HDPE,White,regular,2023-01-17 0:00:31,0.2208789,0.1113887,0.1533792,0.1917499,0.1703948,0.1636706,0.2620885,0.0486165,0.8515750571,-0.8251459607,-0.1821080094,0.4054967183,0.0784670389,-0.02450662877,1.482654391,-1.786432606,1.88324726,0.8100448781,3.64109677,0.9646097878,0.1844826783,-0.2304335064,1.012249447,0.9922974582
32,B02C,HDPE,Transparent,regular,2023-01-17 0:00:32,0.199848,0.1041506,0.1428834,0.1875647,0.1792577,0.1754947,0.2745019,0.051358,0.5318154229,-0.9031896913,-0.3223822076,0.3476244384,0.2230590115,0.1666319378,1.651268285,-1.694827197,1.176102951,0.8866603222,6.445761605,0.8269411825,0.5244306964,1.566824309,1.127366849,0.94141403
33,B02C,HDPE,Transparent,regular,2023-01-17 0:00:33,0.2026828,0.1049382,0.1432607,0.1865895,0.1763153,0.1717904,0.2692542,0.0509931,0.6028660001,-0.8906641502,-0.305099227,0.3569615842,0.1999725795,0.1308324472,1.620071995,-1.714941228,1.333230387,0.8743640123,6.100202918,0.8491527118,0.4701525324,1.230205094,1.106068272,0.9525866333
34,B02C,HDPE,Transparent,regular,2023-01-17 0:00:34,0.2001452,0.1033761,0.1404381,0.1817793,0.1697256,0.1639405,0.2605446,0.0493062,0.6544352337,-0.8719995659,-0.2873839547,0.3647317138,0.1745967726,0.08334266398,1.607174755,-1.724897619,1.447275082,0.8560410105,5.746000918,0.8676365681,0.4104918533,0.7836631659,1.097262968,0.9581170411
35,B02C,HDPE,Transparent,regular,2023-01-17 0:00:35,0.2002719,0.1045515,0.1426174,0.1851046,0.1708712,0.1634631,0.2582622,0.0499524,0.652041635,-0.8745210257,-0.2674405957,0.4101513604,0.1831550568,0.06500961609,1.576879252,-1.745275299,1.441981669,0.8585163248,5.347250198,0.9756824132,0.430613107,0.6112792551,1.076579384,0.9694360914
36,B03C,HDPE,Green,regular,2023-01-17 0:00:36,0.1964136,0.1043929,0.1258865,0.1674645,0.1474923,0.1464553,0.2378048,0.0450386,0.858976019,-0.7204727835,-0.3515553466,0.3620919339,0.01928789771,0.001488767641,1.569417053,-1.739233541,1.899614392,0.7072873357,7.02905403,0.8613569672,0.04534748701,0.01399874095,1.071484733,0.9660801175
37,B03C,HDPE,Green,regular,2023-01-17 0:00:37,0.2001116,0.1069814,0.1307254,0.1717196,0.1494596,0.1485843,0.2381435,0.0453197,0.8763140125,-0.7166933265,-0.3105483139,0.3906641979,0.00990324848,-0.00506890152,1.526855897,-1.771426814,1.937957141,0.703577047,6.209152834,0.9293256689,0.02328337897,-0.0476624003,1.042427047,0.9839622939
38,B03C,HDPE,Green,regular,2023-01-17 0:00:38,0.1988587,0.1058678,0.1268576,0.1675998,0.1467989,0.1475598,0.2409588,0.0459467,0.8716473519,-0.7082946684,-0.3516719557,0.3405496895,-0.01286355819,0.00006435070961,1.586940107,-1.726371317,1.927636881,0.6953320936,7.031385529,0.810111522,-0.03024331871,0.0006050836199,1.08344821,0.958935626
39,B03C,HDPE,Green,regular,2023-01-17 0:00:39,0.1983212,0.1048312,0.1289247,0.1708245,0.1514517,0.1510689,0.2413804,0.0453085,0.8324415096,-0.7459239049,-0.3391601108,0.3682224456,0.04115690381,0.03469419891,1.559397891,-1.750828933,1.840933666,0.7322726735,6.781221694,0.875940443,0.09676337924,0.3262262623,1.064644372,0.9725209301
40,B04C,HDPE,Yellow,regular,2023-01-17 0:00:40,0.2158079,0.1101223,0.1349881,0.1746573,0.1507898,0.1495017,0.2394513,0.0472267,1.048675771,-0.7108153537,-0.2968407497,0.363586076,-0.03376847773,-0.0552132206,1.442299429,-1.757923474,2.319132948,0.6978066476,5.935081596,0.8649112847,-0.0793925615,-0.5191646774,0.9846979907,0.9764616864
41,B04C,HDPE,Yellow,regular,2023-01-17 0:00:41,0.213106,0.1093976,0.1349768,0.1767157,0.1521824,0.1513854,0.2425708,0.0476435,0.9871261916,-0.7302948391,-0.3067008387,0.3844993404,-0.02177445586,-0.03497285214,1.4750661,-1.752948646,2.183016846,0.7169296369,6.132225799,0.9146604902,-0.05119359658,-0.3288464122,1.00706871,0.9736983527
42,B04C,HDPE,Yellow,regular,2023-01-17 0:00:42,0.2220956,0.1136279,0.1375054,0.1775985,0.1527234,0.1508907,0.2419459,0.0458655,1.085467085,-0.6767106048,-0.2887942224,0.3625625072,-0.04156098999,-0.07133522741,1.407957152,-1.777585699,2.400496464,0.6643260532,5.774198038,0.8624763834,-0.0977134202,-0.6707583785,0.9612515615,0.9873833276
43,B04C,HDPE,Yellow,regular,2023-01-17 0:00:43,0.2231215,0.1152912,0.1374243,0.1765846,0.1520386,0.1510471,0.2414994,0.0485116,1.1099719,-0.6649882562,-0.3006623606,0.3439428403,-0.06010103221,-0.07642179729,1.412484646,-1.76422594,2.454688546,0.6528182365,6.011491497,0.818183268,-0.1413026354,-0.7185869127,0.9643426082,0.9799624737
44,B05C,HDPE,Gray,regular,2023-01-17 0:00:44,0.0724194,0.0377256,0.0512758,0.0621361,0.0599927,0.057371,0.0903851,0.0223082,0.759884641,-0.9174185686,-0.2623218668,0.2627291811,0.1591045652,0.03235610222,1.628452693,-1.662786747,1.680475087,0.9006287953,5.244905511,0.6249893727,0.3740683569,0.3042413608,1.111790009,0.9236167414
45,B05C,HDPE,Gray,regular,2023-01-17 0:00:45,0.0730956,0.0379314,0.0515859,0.0620745,0.0600943,0.0561521,0.089255,0.0221674,0.8075998913,-0.9082163984,-0.2419531668,0.2698318513,0.1732091664,-0.0191481452,1.596088233,-1.677411432,1.785996748,0.8915950351,4.837650454,0.6418854533,0.4072294733,-0.1800481935,1.089693891,0.9317402147
46,B05C,HDPE,Gray,regular,2023-01-17 0:00:46,0.0747991,0.0383244,0.051748,0.062836,0.0599191,0.0567065,0.0908288,0.0219923,0.8381851508,-0.8934973734,-0.2561949821,0.2702218446,0.1317383271,-0.02078392192,1.599215436,-1.668884481,1.853635655,0.8771453844,5.122403594,0.6428131829,0.309728005,-0.1954292469,1.091828919,0.9270038082
47,B05C,HDPE,Gray,regular,2023-01-17 0:00:47,0.0735875,0.0378495,0.0520907,0.0622852,0.0610746,0.0577454,0.0910264,0.0224,0.780344737,-0.9274207732,-0.2468949972,0.2402563682,0.1824069942,0.02331882651,1.613674861,-1.665686016,1.725722325,0.9104479486,4.936458203,0.5715302586,0.4288543482,0.2192647143,1.101700771,0.9252271785
48,C01C,PVC,Transparent,regular,2023-01-17 0:00:48,0.2344542,0.1148713,0.1766522,0.2116953,0.1997146,0.1867113,0.2814757,0.0519379,0.7358326735,-0.94775622,-0.07795261872,0.4154136899,0.2467392937,0.06366787249,1.397840997,-1.833785688,1.627284471,0.9304112342,1.558597171,0.988200627,0.5801050527,0.5986629673,0.9543449809,1.01860035
49,C01C,PVC,Transparent,regular,2023-01-17 0:00:49,0.2278489,0.1102172,0.1654622,0.213954,0.2126801,0.1932523,0.291957,0.0533162,0.5988096354,-0.9925676917,-0.2451871775,0.41083285,0.3935989277,0.1307704518,1.466094362,-1.762351358,1.324259789,0.9744026065,4.902311783,0.9773035646,0.9253845355,1.229622157,1.000943454,0.9789212125
50,C01C,PVC,Transparent,regular,2023-01-17 0:00:50,0.2388956,0.1155584,0.1747197,0.2202098,0.2105376,0.1926939,0.2884859,0.0525451,0.7082119424,-0.9654636475,-0.1626497059,0.4546471839,0.3233962309,0.0812586996,1.381148207,-1.82054891,1.56620158,0.9477945962,3.252044327,1.081530636,0.7603320279,0.7640678464,0.942948348,1.011247807
51,C01C,PVC,Transparent,regular,2023-01-17 0:00:51,0.2341564,0.116335,0.1756904,0.2158755,0.2092499,0.1918727,0.2847322,0.0521028,0.6815134886,-0.9520462483,-0.1291007426,0.4280540814,0.336192048,0.09526218071,1.382732372,-1.84260718,1.507158294,0.9346227503,2.581260969,1.018270033,0.7904160815,0.8957412514,0.9440299018,1.023500363
52,C02C,PVC,White,regular,2023-01-17 0:00:52,0.2269328,0.1128811,0.1503263,0.2044824,0.1756662,0.1671472,0.255961,0.0469765,0.8982564988,-0.8268552557,-0.2604704085,0.5586784922,0.1228133071,-0.006042527924,1.337328332,-1.823708438,1.986482667,0.8117228911,5.207887157,1.329003954,0.2887445242,-0.05681731705,0.9130312994,1.013002809
53,C02C,PVC,White,regular,2023-01-17 0:00:53,0.2252776,0.1132536,0.1507291,0.2029204,0.1750068,0.1684931,0.2529705,0.0471835,0.8957127264,-0.8254586541,-0.2496734824,0.5522097914,0.1233366085,0.02325810725,1.321195006,-1.840580103,1.980857147,0.8103518489,4.992011684,1.313615982,0.2899748503,0.2186937769,0.9020166284,1.022374397
54,C02C,PVC,White,regular,2023-01-17 0:00:54,0.2247349,0.113498,0.150857,0.2038336,0.1761717,0.1687022,0.254626,0.0468707,0.8755069263,-0.8234349087,-0.2528439626,0.5562774892,0.1337921525,0.01970909163,1.332039249,-1.841046037,1.93617228,0.8083651402,5.055402772,1.323292363,0.3145567231,0.1853227195,0.9094202946,1.022633206
55,C02C,PVC,White,regular,2023-01-17 0:00:55,0.2228919,0.1116231,0.1517187,0.2003248,0.1724935,0.1644781,0.2518772,0.0464384,0.8914721169,-0.8288017273,-0.2089027803,0.5425729478,0.1122864934,-0.01163578288,1.339600015,-1.836591282,1.971479093,0.8136337401,4.176835722,1.290691521,0.2639950904,-0.109410163,0.9145822403,1.020158754
56,C03C,PVC,White,regular,2023-01-17 0:00:56,0.2421142,0.1237068,0.191139,0.2348089,0.2252001,0.2076738,0.3222211,0.0564779,0.5193914582,-0.9555483813,-0.115580286,0.4283931083,0.3087012484,0.09038517944,1.517241746,-1.792984073,1.148627514,0.9380607904,2.310930791,1.019076522,0.7257828751,0.8498832709,1.035863198,0.9959365568
57,C03C,PVC,White,regular,2023-01-17 0:00:57,0.2315013,0.1182597,0.1856303,0.22264,0.2256742,0.2068225,0.3172559,0.0562671,0.4574252606,-0.9816545095,-0.1255056423,0.3448154285,0.3833741899,0.1438058678,1.547198896,-1.769459491,1.011590067,0.9636891476,2.509379957,0.8202590114,0.9013453079,1.352192938,1.056315778,0.9828695182
58,C03C,PVC,White,regular,2023-01-17 0:00:58,0.2501023,0.1257999,0.1925544,0.2355032,0.2254367,0.2086491,0.3265542,0.0568166,0.5817922354,-0.9430952699,-0.1241802452,0.4026968585,0.279205437,0.07326249876,1.519670724,-1.789352239,1.286626028,0.9258355846,2.482879754,0.9579493831,0.6564357152,0.6888803282,1.037521529,0.9939192064
59,C03C,PVC,White,regular,2023-01-17 0:00:59,0.2497249,0.1256371,0.1938208,0.2349025,0.2253474,0.2091455,0.3268762,0.0571378,0.5758888355,-0.9477667177,-0.1105492544,0.3938868009,0.2765611558,0.07762044688,1.523218119,-1.788859386,1.273570735,0.9304215398,2.210339537,0.9369917097,0.6502187855,0.7298577011,1.039943434,0.993645445
60,C04C,PVC,Transparent,regular,2023-01-17 0:01:00,0.24104,0.1142445,0.1680166,0.2184946,0.2042936,0.191257,0.2948456,0.0547615,0.7392280467,-0.9596914419,-0.2392047635,0.4371446176,0.2468669211,0.0721908971,1.460163588,-1.756697865,1.634793295,0.9421280284,4.782698436,1.039894918,0.5804051156,0.6788041595,0.9968943496,0.9757809057
61,C04C,PVC,Transparent,regular,2023-01-17 0:01:01,0.2234146,0.1149774,0.1711342,0.2069545,0.1835623,0.1707368,0.2787854,0.0550368,0.7049791109,-0.8929932872,-0.0654450255,0.4624167294,0.117700249,-0.07130126515,1.520944573,-1.776301085,1.559052215,0.8766505236,1.308518344,1.100013103,0.2767232901,-0.6704390346,1.038391221,0.9866697716
62,C04C,PVC,Transparent,regular,2023-01-17 0:01:02,0.2404393,0.1115586,0.1742071,0.2101409,0.2188531,0.1979187,0.3039206,0.0544447,0.6681698863,-1.003823125,-0.1910726189,0.2751031737,0.3881281458,0.1165423265,1.49172446,-1.744772248,1.477649089,0.9854520531,3.820336611,0.6544250595,0.9125222621,1.095836444,1.018441836,0.9691566652
63,C04C,PVC,Transparent,regular,2023-01-17 0:01:03,0.2285846,0.1156394,0.1762618,0.2159046,0.2068231,0.1867408,0.284144,0.054009,0.6356641042,-0.9572650677,-0.102273537,0.4568309895,0.3287495281,0.04551764659,1.419249321,-1.826472985,1.405762971,0.9397460595,2.044873515,1.086725549,0.7729180848,0.4279981144,0.96896104,1.014538412
