type, 940,1050,1200,1300,1460,1550,1650,1720
1, 0.22028, 0.18754, 0.15422, 0.19041, 0.15412, 0.15836, 0.15823, 0.02962
1, 0.22133, 0.18183, 0.15377, 0.1932, 0.16173, 0.18033, 0.16403, 0.03139
1, 0.20402, 0.17532, 0.14242, 0.17813, 0.15308, 0.14622, 0.15446, 0.0308
1, 0.20185, 0.17483, 0.14141, 0.17837, 0.15441, 0.14476, 0.15094, 0.03085
1, 0.21688, 0.18357, 0.1501, 0.19383, 0.1638, 0.15594, 0.16272, 0.03034
