940,1050,1200,1300,1460,1550,1650,1720
0.15695, 0.13503, 0.1226, 0.1426, 0.13963, 0.12693, 0.14713, 0.03228
0.15224, 0.13429, 0.12218, 0.13679, 0.1385, 0.13081, 0.14554, 0.0303
0.1612, 0.12884, 0.12233, 0.13992, 0.13738, 0.12545, 0.14555, 0.03069
0.14826, 0.13457, 0.12187, 0.13639, 0.13714, 0.12682, 0.14592, 0.03079
0.16165, 0.12915, 0.12253, 0.14458, 0.13976, 0.12966, 0.14691, 0.03036
