Type,ID,Color,940,1050,1200,1300,1450,1550,1650,1720
spectralon,,white,0.2247,0.1093,0.188,0.2193,0.2317,0.2049,0.3018,0.0465
spectralon,,white,0.2251,0.1095,0.1878,0.2192,0.2314,0.2046,0.3015,0.0464
spectralon,,white,0.2251,0.1095,0.1878,0.2192,0.2315,0.2046,0.3014,0.0464
spectralon,,white,0.225,0.1094,0.1878,0.2193,0.2314,0.2046,0.3014,0.0465
spectralon,,white,0.2251,0.1094,0.188,0.2193,0.2315,0.2046,0.3014,0.0464
