color,415,445,480,515,555,590,630,680,910
yellow, 466, 703, 1281, 2319, 4032, 5146, 6078, 4543, 4110
yellow, 482, 721, 1300, 2352, 4090, 5218, 6169, 4637, 4418
yellow, 459, 697, 1274, 2313, 4040, 5151, 6100, 4551, 3839
yellow, 465, 717, 1298, 2332, 4118, 5271, 6242, 4676, 4047
yellow, 486, 750, 1358, 2417, 4401, 5706, 6792, 5061, 3934
yellow, 482, 741, 1338, 2370, 4140, 5337, 6339, 4753, 4071
yellow, 479, 741, 1339, 2380, 4122, 5276, 6245, 4686, 4080
yellow, 465, 700, 1269, 2312, 3984, 5087, 6029, 4487, 3732
yellow, 448, 662, 1201, 2211, 4121, 5264, 6223, 4660, 3894
yellow, 464, 706, 1288, 2329, 4006, 5117, 6050, 4549, 3861
yellow, 456, 714, 1322, 2372, 4234, 5416, 6421, 4781, 3554
yellow, 460, 688, 1245, 2268, 3923, 4999, 5905, 4441, 4095
yellow, 443, 657, 1193, 2197, 3744, 4783, 5684, 4230, 3179
yellow, 425, 629, 1154, 2138, 3807, 4865, 5777, 4304, 3403
yellow, 458, 696, 1270, 2307, 4018, 5123, 6052, 4523, 3808
yellow, 484, 753, 1376, 2452, 4200, 5339, 6298, 4702, 3955
yellow, 475, 730, 1328, 2375, 4095, 5226, 6184, 4620, 3794
yellow, 479, 741, 1339, 2390, 4123, 5251, 6208, 4660, 4130
yellow, 475, 732, 1330, 2379, 4010, 5092, 6020, 4517, 3989
yellow, 466, 706, 1284, 2333, 4043, 5159, 6107, 4570, 3960
yellow, 467, 705, 1281, 2326, 4041, 5168, 6124, 4577, 3918
yellow, 480, 736, 1343, 2420, 4237, 5446, 6463, 4818, 3814
yellow, 497, 765, 1402, 2522, 4447, 5743, 6824, 5069, 3784
yellow, 472, 726, 1332, 2403, 4072, 5215, 6196, 4627, 3616
yellow, 465, 704, 1283, 2326, 4012, 5126, 6073, 4547, 3959
yellow, 454, 686, 1247, 2259, 4001, 5107, 6043, 4515, 3852
yellow, 465, 719, 1317, 2369, 4071, 5166, 6094, 4546, 3823
yellow, 474, 736, 1354, 2417, 4150, 5293, 6251, 4660, 3829
