Reading,Name,PlasticType,Color,MeasurementType,DateTime,nm940,nm1050,nm1200,nm1300,nm1450,nm1550,nm1650,nm1720,nm940_norm,nm1050_norm,nm1200_norm,nm1300_norm,nm1450_norm,nm1550_norm,nm1650_norm,nm1720_norm,nm940_snv,nm1050_snv,nm1200_snv,nm1300_snv,nm1450_snv,nm1550_snv,nm1650_snv,nm1720_snv,nm940_snvScaled,nm1050_snvScaled,nm1200_snvScaled,nm1300_snvScaled,nm1450_snvScaled,nm1550_snvScaled,nm1650_snvScaled,nm1720_snvScaled
1,calibration,calibration,,calibration,9/14/2024 11:00:00,0.81052,0.28892,0.69142,0.73372,0.46211,0.38456,0.2274,0.1156,,,,,,,,,,,,,,,,,,,,,,,,
2,SC07,PLA,,,9/14/2024 11:00:10,0.70561,0.24259,0.4219,0.53003,0.24289,0.22202,0.12148,0.05711,,,,,,,,,,,,,,,,,,,,,,,,
3,SC07,PLA,,,9/14/2024 11:00:20,0.69451,0.24048,0.42613,0.53794,0.25487,0.23407,0.12568,0.058,,,,,,,,,,,,,,,,,,,,,,,,
4,SC07,PLA,,,9/14/2024 11:00:30,0.69013,0.25453,0.41473,0.50896,0.23929,0.23072,0.12939,0.05545,,,,,,,,,,,,,,,,,,,,,,,,
5,SC07,PLA,,,9/14/2024 11:00:40,0.68261,0.24973,0.41578,0.5132,0.23408,0.22608,0.12882,0.0547,,,,,,,,,,,,,,,,,,,,,,,,
6,SC02,PLA,,,9/14/2024 11:00:50,0.65197,0.23123,0.46401,0.55131,0.28557,0.255,0.14269,0.06822,,,,,,,,,,,,,,,,,,,,,,,,
7,SC02,PLA,,,9/14/2024 11:01:00,0.66094,0.23149,0.45204,0.5511,0.28549,0.25338,0.13965,0.06423,,,,,,,,,,,,,,,,,,,,,,,,
8,SC02,PLA,,,9/14/2024 11:01:10,0.64193,0.23307,0.46516,0.54697,0.28121,0.25955,0.14708,0.06585,,,,,,,,,,,,,,,,,,,,,,,,
9,SC02,PLA,,,9/14/2024 11:01:20,0.65048,0.23479,0.46502,0.54591,0.28648,0.26303,0.14821,0.06622,,,,,,,,,,,,,,,,,,,,,,,,
10,SC03,PLA,,,9/14/2024 11:01:30,0.06649,0.02822,0.05693,0.05776,0.03362,0.03024,0.01981,0.01105,,,,,,,,,,,,,,,,,,,,,,,,
11,SC03,PLA,,,9/14/2024 11:01:40,0.06882,0.02788,0.05691,0.05703,0.03501,0.03082,0.02013,0.01099,,,,,,,,,,,,,,,,,,,,,,,,
12,SC03,PLA,,,9/14/2024 11:01:50,0.08052,0.0326,0.0672,0.07489,0.04073,0.03627,0.02284,0.01356,,,,,,,,,,,,,,,,,,,,,,,,
13,SC03,PLA,,,9/14/2024 11:02:00,0.07749,0.03049,0.06328,0.07004,0.04249,0.03772,0.02259,0.01286,,,,,,,,,,,,,,,,,,,,,,,,
14,SC11,PLA,,,9/14/2024 11:02:10,0.52832,0.21725,0.38967,0.43212,0.22281,0.21841,0.12744,0.05222,,,,,,,,,,,,,,,,,,,,,,,,
15,SC11,PLA,,,9/14/2024 11:02:20,0.54044,0.21201,0.35738,0.43145,0.22084,0.21845,0.11774,0.04924,,,,,,,,,,,,,,,,,,,,,,,,
16,SC11,PLA,,,9/14/2024 11:02:30,0.55482,0.19028,0.36643,0.44951,0.2145,0.19837,0.1076,0.05425,,,,,,,,,,,,,,,,,,,,,,,,
17,SC11,PLA,,,9/14/2024 11:02:40,0.58091,0.19524,0.37551,0.46006,0.24124,0.21903,0.11431,0.05462,,,,,,,,,,,,,,,,,,,,,,,,
18,SC18,PLA,,,9/14/2024 11:02:50,0.39855,0.14414,0.28038,0.34086,0.17553,0.15989,0.08823,0.04298,,,,,,,,,,,,,,,,,,,,,,,,
19,SC18,PLA,,,9/14/2024 11:03:00,0.40105,0.14453,0.2942,0.36023,0.18687,0.17114,0.09759,0.04778,,,,,,,,,,,,,,,,,,,,,,,,
20,SC18,PLA,,,9/14/2024 11:03:10,0.37921,0.14373,0.28059,0.3228,0.16817,0.17116,0.09976,0.04326,,,,,,,,,,,,,,,,,,,,,,,,
21,SC18,PLA,,,9/14/2024 11:03:20,0.36507,0.1398,0.26757,0.31532,0.15721,0.1513,0.0864,0.03885,,,,,,,,,,,,,,,,,,,,,,,,
22,SC13,PETG,,,9/14/2024 11:03:30,0.77008,0.26913,0.49738,0.609,0.30413,0.26852,0.13247,0.0598,,,,,,,,,,,,,,,,,,,,,,,,
23,SC13,PETG,,,9/14/2024 11:03:40,0.77323,0.26752,0.50721,0.62247,0.31631,0.28079,0.14069,0.06413,,,,,,,,,,,,,,,,,,,,,,,,
24,SC13,PETG,,,9/14/2024 11:03:50,0.75073,0.2664,0.48849,0.58677,0.28845,0.26409,0.13303,0.05532,,,,,,,,,,,,,,,,,,,,,,,,
25,SC13,PETG,,,9/14/2024 11:04:00,0.74483,0.26409,0.48562,0.5769,0.28617,0.26314,0.13448,0.05631,,,,,,,,,,,,,,,,,,,,,,,,
26,SC12,PETG,,,9/14/2024 11:04:10,0.0626,0.02433,0.04853,0.0537,0.03409,0.02941,0.01892,0.01234,,,,,,,,,,,,,,,,,,,,,,,,
27,SC12,PETG,,,9/14/2024 11:04:20,0.06834,0.02608,0.05795,0.05976,0.04534,0.03839,0.0238,0.01267,,,,,,,,,,,,,,,,,,,,,,,,
28,SC12,PETG,,,9/14/2024 11:04:30,0.04407,0.01988,0.04117,0.04393,0.02946,0.02508,0.0164,0.00943,,,,,,,,,,,,,,,,,,,,,,,,
29,SC12,PETG,,,9/14/2024 11:04:40,0.04189,0.01983,0.04048,0.04349,0.02751,0.02501,0.01687,0.00958,,,,,,,,,,,,,,,,,,,,,,,,
30,SC04,PLA,,,9/14/2024 11:04:50,0.68558,0.249,0.50935,0.63371,0.31597,0.28371,0.15144,0.07072,,,,,,,,,,,,,,,,,,,,,,,,
31,SC04,PLA,,,9/14/2024 11:05:00,0.66867,0.24325,0.49624,0.62816,0.31277,0.28435,0.15254,0.07015,,,,,,,,,,,,,,,,,,,,,,,,
32,SC04,PLA,,,9/14/2024 11:05:10,0.66701,0.24617,0.49889,0.62893,0.30268,0.27972,0.15274,0.06647,,,,,,,,,,,,,,,,,,,,,,,,
33,SC04,PLA,,,9/14/2024 11:05:20,0.65483,0.24643,0.5013,0.62965,0.30266,0.27849,0.15283,0.06634,,,,,,,,,,,,,,,,,,,,,,,,
34,SC17,TPU,,,9/14/2024 11:05:30,0.07046,0.02643,0.05285,0.05802,0.03635,0.03293,0.01892,0.0125,,,,,,,,,,,,,,,,,,,,,,,,
35,SC17,TPU,,,9/14/2024 11:05:40,0.0583,0.02187,0.05765,0.0434,0.02946,0.0272,0.01816,0.01269,,,,,,,,,,,,,,,,,,,,,,,,
36,SC17,TPU,,,9/14/2024 11:05:50,0.04096,0.01898,0.03552,0.03736,0.0235,0.02165,0.01508,0.00873,,,,,,,,,,,,,,,,,,,,,,,,
37,SC17,TPU,,,9/14/2024 11:06:00,0.03641,0.01835,0.03713,0.04037,0.0259,0.02355,0.01535,0.00902,,,,,,,,,,,,,,,,,,,,,,,,
38,SC16,TPU,,,9/14/2024 11:06:10,0.75902,0.26223,0.49864,0.56382,0.29639,0.2284,0.12999,0.06474,,,,,,,,,,,,,,,,,,,,,,,,
39,SC16,TPU,,,9/14/2024 11:06:20,0.75701,0.26585,0.49306,0.56067,0.28225,0.2151,0.12311,0.0597,,,,,,,,,,,,,,,,,,,,,,,,
40,SC16,TPU,,,9/14/2024 11:06:30,0.7475,0.25717,0.45151,0.52962,0.25999,0.19247,0.10953,0.05435,,,,,,,,,,,,,,,,,,,,,,,,
41,SC16,TPU,,,9/14/2024 11:06:40,0.75254,0.25922,0.46091,0.53763,0.2644,0.19734,0.11135,0.05456,,,,,,,,,,,,,,,,,,,,,,,,
42,SC06,PLA,,,9/14/2024 11:06:50,0.75397,0.2615,0.47377,0.59535,0.27921,0.25806,0.137,0.06363,,,,,,,,,,,,,,,,,,,,,,,,
43,SC06,PLA,,,9/14/2024 11:07:00,0.7572,0.26111,0.47818,0.60502,0.28918,0.26557,0.14203,0.06571,,,,,,,,,,,,,,,,,,,,,,,,
44,SC06,PLA,,,9/14/2024 11:07:10,0.74513,0.26116,0.46878,0.58165,0.26964,0.25173,0.14171,0.06099,,,,,,,,,,,,,,,,,,,,,,,,
45,SC06,PLA,,,9/14/2024 11:07:20,0.75256,0.26334,0.466,0.57783,0.27011,0.25445,0.14457,0.06121,,,,,,,,,,,,,,,,,,,,,,,,
46,SC15,PETG,,,9/14/2024 11:07:30,0.54559,0.18129,0.32483,0.39099,0.20343,0.18468,0.08846,0.04489,,,,,,,,,,,,,,,,,,,,,,,,
47,SC15,PETG,,,9/14/2024 11:07:40,0.52203,0.18071,0.3451,0.41934,0.22206,0.20838,0.09961,0.04822,,,,,,,,,,,,,,,,,,,,,,,,
48,SC15,PETG,,,9/14/2024 11:07:50,0.53005,0.20828,0.36634,0.39838,0.20269,0.2076,0.11071,0.04629,,,,,,,,,,,,,,,,,,,,,,,,
49,SC15,PETG,,,9/14/2024 11:08:00,0.54622,0.21608,0.36249,0.39317,0.19733,0.20338,0.10317,0.04188,,,,,,,,,,,,,,,,,,,,,,,,
50,SC14,PETG,,,9/14/2024 11:08:10,0.51787,0.20617,0.36115,0.39665,0.19654,0.20509,0.10957,0.04553,,,,,,,,,,,,,,,,,,,,,,,,
51,SC14,PETG,,,9/14/2024 11:08:20,0.55478,0.21954,0.36516,0.39781,0.19926,0.20303,0.10363,0.04161,,,,,,,,,,,,,,,,,,,,,,,,
52,SC14,PETG,,,9/14/2024 11:08:30,0.49434,0.16738,0.3055,0.36003,0.19304,0.17285,0.08421,0.04243,,,,,,,,,,,,,,,,,,,,,,,,
53,SC14,PETG,,,9/14/2024 11:08:40,0.47788,0.15898,0.31548,0.37951,0.19478,0.18605,0.09543,0.04556,,,,,,,,,,,,,,,,,,,,,,,,
54,SC10,PLA,,,9/14/2024 11:08:50,0.24757,0.09076,0.21752,0.23552,0.15579,0.12934,0.07467,0.03999,,,,,,,,,,,,,,,,,,,,,,,,
55,SC10,PLA,,,9/14/2024 11:09:00,0.24229,0.09041,0.23319,0.25405,0.16517,0.14051,0.08178,0.04251,,,,,,,,,,,,,,,,,,,,,,,,
56,SC10,PLA,,,9/14/2024 11:09:10,0.18041,0.07456,0.18542,0.18492,0.1181,0.10255,0.0642,0.03204,,,,,,,,,,,,,,,,,,,,,,,,
57,SC10,PLA,,,9/14/2024 11:09:20,0.17973,0.07375,0.1832,0.18941,0.12031,0.10084,0.06342,0.03137,,,,,,,,,,,,,,,,,,,,,,,,
58,SC19,TPU,,,9/14/2024 11:09:30,0.76024,0.26349,0.47491,0.54275,0.28163,0.21545,0.12571,0.06235,,,,,,,,,,,,,,,,,,,,,,,,
59,SC19,TPU,,,9/14/2024 11:09:40,0.73881,0.25205,0.4437,0.50145,0.24479,0.1856,0.10535,0.05364,,,,,,,,,,,,,,,,,,,,,,,,
60,SC19,TPU,,,9/14/2024 11:09:50,0.72795,0.25516,0.39035,0.44366,0.20384,0.15644,0.08848,0.04081,,,,,,,,,,,,,,,,,,,,,,,,
61,SC19,TPU,,,9/14/2024 11:10:00,0.73558,0.25646,0.39181,0.44756,0.20426,0.15754,0.08836,0.04058,,,,,,,,,,,,,,,,,,,,,,,,
62,SC08,PLA,,,9/14/2024 11:10:10,0.72998,0.24564,0.40871,0.51186,0.23188,0.21476,0.11355,0.05427,,,,,,,,,,,,,,,,,,,,,,,,
63,SC08,PLA,,,9/14/2024 11:10:20,0.72356,0.24449,0.41789,0.53253,0.24155,0.22229,0.11968,0.05808,,,,,,,,,,,,,,,,,,,,,,,,
64,SC08,PLA,,,9/14/2024 11:10:30,0.72219,0.25277,0.403,0.50474,0.21869,0.22021,0.12788,0.05199,,,,,,,,,,,,,,,,,,,,,,,,
65,SC08,PLA,,,9/14/2024 11:10:40,0.71591,0.25268,0.40848,0.50906,0.21686,0.21314,0.12066,0.05131,,,,,,,,,,,,,,,,,,,,,,,,
66,SC09,PLA,,,9/14/2024 11:10:50,0.08989,0.03302,0.06467,0.06962,0.04178,0.03672,0.02255,0.01369,,,,,,,,,,,,,,,,,,,,,,,,
67,SC09,PLA,,,9/14/2024 11:11:00,0.08297,0.03152,0.06566,0.072,0.04591,0.04206,0.02473,0.01417,,,,,,,,,,,,,,,,,,,,,,,,
68,SC09,PLA,,,9/14/2024 11:11:10,0.067,0.03009,0.06209,0.06682,0.04196,0.03751,0.02981,0.01291,,,,,,,,,,,,,,,,,,,,,,,,
69,SC09,PLA,,,9/14/2024 11:11:20,0.06622,0.02918,0.05859,0.06457,0.04125,0.03301,0.02303,0.01231,,,,,,,,,,,,,,,,,,,,,,,,
70,SC01,PLA,,,9/14/2024 11:11:30,0.06248,0.02596,0.05124,0.05635,0.03701,0.03032,0.01853,0.01261,,,,,,,,,,,,,,,,,,,,,,,,
71,SC01,PLA,,,9/14/2024 11:11:40,0.06637,0.02511,0.05576,0.0595,0.04066,0.03538,0.02191,0.01297,,,,,,,,,,,,,,,,,,,,,,,,
72,SC01,PLA,,,9/14/2024 11:11:50,0.04403,0.02044,0.04088,0.04393,0.02713,0.02473,0.01652,0.00951,,,,,,,,,,,,,,,,,,,,,,,,
73,SC01,PLA,,,9/14/2024 11:12:00,0.04328,0.02098,0.0416,0.04315,0.02782,0.02605,0.01709,0.01017,,,,,,,,,,,,,,,,,,,,,,,,
74,SL10,PLA,,,9/14/2024 11:12:10,0.06754,0.03006,0.06924,0.06695,0.04359,0.03959,0.02586,0.01364,,,,,,,,,,,,,,,,,,,,,,,,
75,SL10,PLA,,,9/14/2024 11:12:20,0.06743,0.02951,0.06589,0.06224,0.03956,0.03591,0.02586,0.01302,,,,,,,,,,,,,,,,,,,,,,,,
76,SL10,PLA,,,9/14/2024 11:12:30,0.12265,0.04656,0.10372,0.11239,0.07781,0.06354,0.03863,0.02317,,,,,,,,,,,,,,,,,,,,,,,,
77,SL10,PLA,,,9/14/2024 11:12:40,0.09776,0.03849,0.091,0.10295,0.06899,0.06152,0.0372,0.02017,,,,,,,,,,,,,,,,,,,,,,,,
78,SC05,PLA,,,9/14/2024 11:12:50,0.19671,0.06714,0.1387,0.15021,0.08524,0.07477,0.04348,0.0236,,,,,,,,,,,,,,,,,,,,,,,,
79,SC05,PLA,,,9/14/2024 11:13:00,0.18335,0.06471,0.14002,0.154,0.09289,0.082,0.04784,0.02538,,,,,,,,,,,,,,,,,,,,,,,,
80,SC05,PLA,,,9/14/2024 11:13:10,0.16437,0.0661,0.13379,0.13301,0.07993,0.08081,0.06373,0.02523,,,,,,,,,,,,,,,,,,,,,,,,
81,SC05,PLA,,,9/14/2024 11:13:20,0.1546,0.06057,0.12238,0.12493,0.07158,0.06369,0.04203,0.01985,,,,,,,,,,,,,,,,,,,,,,,,
82,SL03,PETG,,,9/14/2024 11:13:30,0.06942,0.02643,0.05585,0.061,0.03606,0.03148,0.01961,0.01223,,,,,,,,,,,,,,,,,,,,,,,,
83,SL03,PETG,,,9/14/2024 11:13:40,0.06454,0.02314,0.05372,0.05646,0.04753,0.04045,0.02199,0.0126,,,,,,,,,,,,,,,,,,,,,,,,
84,SL03,PETG,,,9/14/2024 11:13:50,0.04824,0.02149,0.04212,0.04624,0.03111,0.02741,0.01802,0.01044,,,,,,,,,,,,,,,,,,,,,,,,
85,SL03,PETG,,,9/14/2024 11:14:00,0.04539,0.02189,0.0454,0.04768,0.03153,0.02719,0.0179,0.01056,,,,,,,,,,,,,,,,,,,,,,,,
86,SL02,ASA,,,9/14/2024 11:14:10,0.06851,0.02613,0.05678,0.05483,0.0345,0.0299,0.02033,0.01272,,,,,,,,,,,,,,,,,,,,,,,,
87,SL02,ASA,,,9/14/2024 11:14:20,0.07124,0.02699,0.05707,0.06065,0.04231,0.0355,0.02188,0.01319,,,,,,,,,,,,,,,,,,,,,,,,
88,SL02,ASA,,,9/14/2024 11:14:30,0.04384,0.02089,0.04265,0.04487,0.02925,0.02627,0.01732,0.00963,,,,,,,,,,,,,,,,,,,,,,,,
89,SL02,ASA,,,9/14/2024 11:14:40,0.04717,0.02082,0.04207,0.04298,0.02718,0.02606,0.01727,0.01025,,,,,,,,,,,,,,,,,,,,,,,,
90,SL05,PETG,,,9/14/2024 11:14:50,0.73638,0.26572,0.50971,0.61497,0.30839,0.268,0.13257,0.06019,,,,,,,,,,,,,,,,,,,,,,,,
91,SL05,PETG,,,9/14/2024 11:15:00,0.70243,0.25878,0.49358,0.61942,0.31764,0.27269,0.13324,0.05849,,,,,,,,,,,,,,,,,,,,,,,,
92,SL05,PETG,,,9/14/2024 11:15:10,0.74698,0.26603,0.49816,0.6198,0.3089,0.26662,0.13164,0.05988,,,,,,,,,,,,,,,,,,,,,,,,
93,SL05,PETG,,,9/14/2024 11:15:20,0.74283,0.2654,0.49467,0.62224,0.30673,0.26878,0.1309,0.05876,,,,,,,,,,,,,,,,,,,,,,,,
94,SL09,PLA,,,9/14/2024 11:15:30,0.81081,0.28632,0.53928,0.65048,0.34348,0.30006,0.15644,0.06816,,,,,,,,,,,,,,,,,,,,,,,,
95,SL09,PLA,,,9/14/2024 11:15:40,0.81078,0.28608,0.53432,0.64757,0.33851,0.29538,0.15367,0.06718,,,,,,,,,,,,,,,,,,,,,,,,
96,SL09,PLA,,,9/14/2024 11:15:50,0.8843,0.30936,0.58632,0.70231,0.37509,0.32025,0.16571,0.0764,,,,,,,,,,,,,,,,,,,,,,,,
97,SL09,PLA,,,9/14/2024 11:16:00,0.90234,0.31274,0.60463,0.70188,0.3725,0.32276,0.17041,0.07784,,,,,,,,,,,,,,,,,,,,,,,,
98,SL06,PETG,,,9/14/2024 11:16:10,0.06682,0.0241,0.05056,0.05888,0.0304,0.02754,0.01939,0.01234,,,,,,,,,,,,,,,,,,,,,,,,
99,SL06,PETG,,,9/14/2024 11:16:20,0.06621,0.02596,0.05729,0.06234,0.04767,0.03714,0.02334,0.01314,,,,,,,,,,,,,,,,,,,,,,,,
100,SL06,PETG,,,9/14/2024 11:16:30,0.0426,0.01914,0.03758,0.04326,0.02837,0.02551,0.01644,0.00934,,,,,,,,,,,,,,,,,,,,,,,,
101,SL06,PETG,,,9/14/2024 11:16:40,0.04876,0.02103,0.04079,0.04193,0.02944,0.02683,0.01674,0.01032,,,,,,,,,,,,,,,,,,,,,,,,
102,SL13,TPU,,,9/14/2024 11:16:50,0.62286,0.21402,0.33958,0.4336,0.21625,0.19431,0.10589,0.04898,,,,,,,,,,,,,,,,,,,,,,,,
103,SL13,TPU,,,9/14/2024 11:17:00,0.58875,0.19704,0.3006,0.38811,0.18379,0.16942,0.08884,0.04221,,,,,,,,,,,,,,,,,,,,,,,,
104,SL13,TPU,,,9/14/2024 11:17:10,0.56095,0.20131,0.29235,0.37754,0.21358,0.1896,0.10839,0.04626,,,,,,,,,,,,,,,,,,,,,,,,
105,SL13,TPU,,,9/14/2024 11:17:20,0.57544,0.20942,0.3195,0.42794,0.19924,0.18773,0.10988,0.04515,,,,,,,,,,,,,,,,,,,,,,,,
106,SL11,PLA,,,9/14/2024 11:17:30,0.4889,0.20858,0.39552,0.50933,0.23494,0.21758,0.11645,0.05573,,,,,,,,,,,,,,,,,,,,,,,,
107,SL11,PLA,,,9/14/2024 11:17:40,0.49106,0.21026,0.40074,0.51238,0.24678,0.22999,0.12206,0.05659,,,,,,,,,,,,,,,,,,,,,,,,
108,SL11,PLA,,,9/14/2024 11:17:50,0.45626,0.21501,0.39826,0.48622,0.23033,0.22464,0.12861,0.05266,,,,,,,,,,,,,,,,,,,,,,,,
109,SL11,PLA,,,9/14/2024 11:18:00,0.45569,0.2174,0.39913,0.48205,0.22638,0.22165,0.12546,0.05238,,,,,,,,,,,,,,,,,,,,,,,,
110,SL01,STONEFILL,,,9/14/2024 11:18:10,0.48698,0.16747,0.35231,0.40142,0.22122,0.1937,0.11339,0.05745,,,,,,,,,,,,,,,,,,,,,,,,
111,SL01,STONEFILL,,,9/14/2024 11:18:20,0.67359,0.2393,0.50586,0.58555,0.28813,0.2396,0.13954,0.06827,,,,,,,,,,,,,,,,,,,,,,,,
112,SL01,STONEFILL,,,9/14/2024 11:18:30,0.6674,0.24417,0.48655,0.56202,0.2747,0.24092,0.13985,0.06741,,,,,,,,,,,,,,,,,,,,,,,,
113,SL01,STONEFILL,,,9/14/2024 11:18:40,0.69545,0.25574,0.51929,0.59156,0.28215,0.24272,0.14293,0.06863,,,,,,,,,,,,,,,,,,,,,,,,
114,SL12,PLA,,,9/14/2024 11:18:50,0.87179,0.29902,0.6104,0.71188,0.37428,0.32765,0.17984,0.08426,,,,,,,,,,,,,,,,,,,,,,,,
115,SL12,PLA,,,9/14/2024 11:19:00,0.85488,0.29624,0.61041,0.71559,0.37651,0.32903,0.17944,0.08373,,,,,,,,,,,,,,,,,,,,,,,,
116,SL12,PLA,,,9/14/2024 11:19:10,0.87283,0.30377,0.61709,0.72051,0.3733,0.33006,0.18251,0.08282,,,,,,,,,,,,,,,,,,,,,,,,
117,SL12,PLA,,,9/14/2024 11:19:20,0.87141,0.30182,0.61455,0.7174,0.37304,0.33205,0.18274,0.0834,,,,,,,,,,,,,,,,,,,,,,,,
118,SL07,PETG,,,9/14/2024 11:19:30,0.35368,0.12,0.25055,0.26195,0.14599,0.12124,0.06426,0.03245,,,,,,,,,,,,,,,,,,,,,,,,
119,SL07,PETG,,,9/14/2024 11:19:40,0.3503,0.11879,0.25289,0.26093,0.15044,0.12965,0.0675,0.03357,,,,,,,,,,,,,,,,,,,,,,,,
120,SL07,PETG,,,9/14/2024 11:19:50,0.36012,0.12146,0.25329,0.26924,0.15054,0.11863,0.0636,0.03316,,,,,,,,,,,,,,,,,,,,,,,,
121,SL07,PETG,,,9/14/2024 11:20:00,0.35392,0.12105,0.2518,0.26823,0.14611,0.11721,0.06154,0.0309,,,,,,,,,,,,,,,,,,,,,,,,
122,SL08,PETG,,,9/14/2024 11:20:10,0.06735,0.02607,0.05493,0.06185,0.03834,0.03161,0.02121,0.01324,,,,,,,,,,,,,,,,,,,,,,,,
123,SL08,PETG,,,9/14/2024 11:20:20,0.06841,0.02691,0.05696,0.06157,0.03923,0.03605,0.02258,0.01334,,,,,,,,,,,,,,,,,,,,,,,,
124,SL08,PETG,,,9/14/2024 11:20:30,0.06317,0.02776,0.05967,0.06185,0.04105,0.03732,0.0244,0.01323,,,,,,,,,,,,,,,,,,,,,,,,
125,SL08,PETG,,,9/14/2024 11:20:40,0.06665,0.02946,0.06376,0.06662,0.04383,0.04053,0.02647,0.01437,,,,,,,,,,,,,,,,,,,,,,,,
126,ON09,ASA,,,9/14/2024 11:20:50,0.76763,0.26866,0.50441,0.60633,0.319,0.27642,0.1411,0.06401,,,,,,,,,,,,,,,,,,,,,,,,
127,ON09,ASA,,,9/14/2024 11:21:00,0.76761,0.26682,0.49762,0.60526,0.31721,0.27648,0.142,0.0647,,,,,,,,,,,,,,,,,,,,,,,,
128,ON09,ASA,,,9/14/2024 11:21:10,0.75838,0.26671,0.48921,0.59445,0.31042,0.27598,0.14588,0.06313,,,,,,,,,,,,,,,,,,,,,,,,
