Reading,Name,PlasticType,Color,MeasurementType,DateTime,nm940,nm1050,nm1200,nm1300,nm1450,nm1550,nm1650,nm1720,nm940_norm,nm1050_norm,nm1200_norm,nm1300_norm,nm1450_norm,nm1550_norm,nm1650_norm,nm1720_norm,nm940_snv,nm1050_snv,nm1200_snv,nm1300_snv,nm1450_snv,nm1550_snv,nm1650_snv,nm1720_snv,nm940_snvScaled,nm1050_snvScaled,nm1200_snvScaled,nm1300_snvScaled,nm1450_snvScaled,nm1550_snvScaled,nm1650_snvScaled,nm1720_snvScaled
283,ON31,PLA,,,9/14/2024 11:47:00,0.48579,0.16616,0.31768,0.38442,0.1959,0.17274,0.08758,0.04115,,,,,,,,,,,,,,,,,,,,,,,,
284,ON31,PLA,,,9/14/2024 11:47:10,0.47728,0.17812,0.32832,0.36607,0.17988,0.16934,0.08627,0.03532,,,,,,,,,,,,,,,,,,,,,,,,
285,ON31,PLA,,,9/14/2024 11:47:20,0.46287,0.16884,0.31329,0.35639,0.18078,0.17555,0.09399,0.03771,,,,,,,,,,,,,,,,,,,,,,,,
286,ON32,PLA,,,9/14/2024 11:47:30,0.53258,0.17966,0.32869,0.38749,0.18712,0.16538,0.08111,0.03826,,,,,,,,,,,,,,,,,,,,,,,,
287,ON32,PLA,,,9/14/2024 11:47:40,0.53058,0.1805,0.34512,0.40785,0.20113,0.18193,0.08796,0.04247,,,,,,,,,,,,,,,,,,,,,,,,
288,ON32,PLA,,,9/14/2024 11:47:50,0.497,0.17506,0.31636,0.36428,0.17709,0.16909,0.09035,0.03745,,,,,,,,,,,,,,,,,,,,,,,,
289,ON32,PLA,,,9/14/2024 11:48:00,0.49226,0.1754,0.31882,0.36443,0.17044,0.157,0.08185,0.03309,,,,,,,,,,,,,,,,,,,,,,,,
290,ON33,PLA,,,9/14/2024 11:48:10,0.55102,0.18466,0.33935,0.41057,0.20302,0.17805,0.08484,0.04173,,,,,,,,,,,,,,,,,,,,,,,,
291,ON33,PLA,,,9/14/2024 11:48:20,0.53979,0.18271,0.34374,0.4232,0.21007,0.18854,0.09289,0.04359,,,,,,,,,,,,,,,,,,,,,,,,
292,ON33,PLA,,,9/14/2024 11:48:30,0.52977,0.1906,0.31689,0.38494,0.19456,0.18554,0.09013,0.03759,,,,,,,,,,,,,,,,,,,,,,,,
293,ON33,PLA,,,9/14/2024 11:48:40,0.52024,0.18641,0.32477,0.38796,0.18902,0.18536,0.09736,0.03913,,,,,,,,,,,,,,,,,,,,,,,,
294,ON34,PLA,,,9/14/2024 11:48:50,0.45615,0.17734,0.32658,0.34633,0.19681,0.18026,0.09035,0.04011,,,,,,,,,,,,,,,,,,,,,,,,
295,ON34,PLA,,,9/14/2024 11:49:00,0.46288,0.16976,0.32053,0.37733,0.19782,0.17207,0.09917,0.04054,,,,,,,,,,,,,,,,,,,,,,,,
296,ON34,PLA,,,9/14/2024 11:49:10,0.47566,0.16021,0.29733,0.35978,0.17552,0.15926,0.07694,0.0382,,,,,,,,,,,,,,,,,,,,,,,,
297,ON34,PLA,,,9/14/2024 11:49:20,0.50235,0.16814,0.31801,0.38792,0.2054,0.18427,0.08657,0.04266,,,,,,,,,,,,,,,,,,,,,,,,
298,ON35,PLA,,,9/14/2024 11:49:30,0.54676,0.18483,0.33489,0.40012,0.19228,0.16811,0.08256,0.0412,,,,,,,,,,,,,,,,,,,,,,,,
299,ON35,PLA,,,9/14/2024 11:49:40,0.55319,0.18692,0.35564,0.42058,0.21338,0.19146,0.09124,0.04449,,,,,,,,,,,,,,,,,,,,,,,,
300,ON35,PLA,,,9/14/2024 11:49:50,0.52146,0.18919,0.34833,0.38783,0.20064,0.17756,0.09836,0.03972,,,,,,,,,,,,,,,,,,,,,,,,
301,ON35,PLA,,,9/14/2024 11:50:00,0.52072,0.1876,0.33999,0.38095,0.19052,0.17743,0.09166,0.03762,,,,,,,,,,,,,,,,,,,,,,,,
302,ON36,PLA,,,9/14/2024 11:50:10,0.5736,0.19145,0.34505,0.42189,0.20249,0.18122,0.08674,0.04127,,,,,,,,,,,,,,,,,,,,,,,,
303,ON36,PLA,,,9/14/2024 11:50:20,0.57142,0.1923,0.35791,0.44101,0.21232,0.19234,0.09248,0.04399,,,,,,,,,,,,,,,,,,,,,,,,
304,ON36,PLA,,,9/14/2024 11:50:30,0.54777,0.19673,0.35306,0.40451,0.19376,0.19816,0.10446,0.03875,,,,,,,,,,,,,,,,,,,,,,,,
305,ON36,PLA,,,9/14/2024 11:50:40,0.548,0.19671,0.36084,0.41245,0.18764,0.177,0.09265,0.03647,,,,,,,,,,,,,,,,,,,,,,,,
306,ON37,PLA,,,9/14/2024 11:50:50,0.52621,0.17755,0.31905,0.37647,0.18627,0.166,0.08055,0.03929,,,,,,,,,,,,,,,,,,,,,,,,
307,ON37,PLA,,,9/14/2024 11:51:00,0.52983,0.17928,0.32834,0.39793,0.20595,0.18602,0.08817,0.04174,,,,,,,,,,,,,,,,,,,,,,,,
308,ON37,PLA,,,9/14/2024 11:51:10,0.49987,0.18715,0.32161,0.38374,0.19807,0.16455,0.08505,0.03812,,,,,,,,,,,,,,,,,,,,,,,,
309,ON37,PLA,,,9/14/2024 11:51:20,0.49096,0.18372,0.31596,0.36047,0.18985,0.16834,0.08603,0.03729,,,,,,,,,,,,,,,,,,,,,,,,
310,ON38,PLA,,,9/14/2024 11:51:30,0.66945,0.22408,0.39494,0.4875,0.22026,0.19546,0.09419,0.04633,,,,,,,,,,,,,,,,,,,,,,,,
311,ON38,PLA,,,9/14/2024 11:51:40,0.67384,0.22768,0.40551,0.50271,0.24504,0.2182,0.10214,0.04658,,,,,,,,,,,,,,,,,,,,,,,,
312,ON38,PLA,,,9/14/2024 11:51:50,0.64135,0.2316,0.39209,0.46847,0.22213,0.20017,0.10198,0.04171,,,,,,,,,,,,,,,,,,,,,,,,
313,ON38,PLA,,,9/14/2024 11:52:00,0.63635,0.22814,0.37894,0.45736,0.216,0.19652,0.1,0.0396,,,,,,,,,,,,,,,,,,,,,,,,
314,ON39,PLA,,,9/14/2024 11:52:10,0.22196,0.07932,0.16578,0.17766,0.1016,0.08803,0.04552,0.02445,,,,,,,,,,,,,,,,,,,,,,,,
315,ON39,PLA,,,9/14/2024 11:52:20,0.21849,0.07765,0.17213,0.18209,0.12361,0.1022,0.05632,0.02556,,,,,,,,,,,,,,,,,,,,,,,,
316,ON39,PLA,,,9/14/2024 11:52:30,0.2216,0.08461,0.18318,0.19144,0.10996,0.09657,0.05329,0.02505,,,,,,,,,,,,,,,,,,,,,,,,
317,ON39,PLA,,,9/14/2024 11:52:40,0.21951,0.08373,0.17371,0.18752,0.10796,0.0956,0.05553,0.02496,,,,,,,,,,,,,,,,,,,,,,,,
318,ON43,TPU,,,9/14/2024 11:52:50,0.61333,0.2123,0.35585,0.46167,0.2161,0.16262,0.0926,0.04556,,,,,,,,,,,,,,,,,,,,,,,,
319,ON43,TPU,,,9/14/2024 11:53:00,0.65014,0.22255,0.38298,0.48424,0.23039,0.179,0.10079,0.0503,,,,,,,,,,,,,,,,,,,,,,,,
320,ON43,TPU,,,9/14/2024 11:53:10,0.65942,0.2379,0.37454,0.45305,0.20581,0.16802,0.09662,0.04236,,,,,,,,,,,,,,,,,,,,,,,,
321,ON43,TPU,,,9/14/2024 11:53:20,0.64034,0.23182,0.37467,0.45846,0.20225,0.16539,0.09859,0.04325,,,,,,,,,,,,,,,,,,,,,,,,
322,ON42,TPU,,,9/14/2024 11:53:30,0.67187,0.23152,0.37733,0.44787,0.21868,0.17052,0.09839,0.0485,,,,,,,,,,,,,,,,,,,,,,,,
323,ON42,TPU,,,9/14/2024 11:53:40,0.68356,0.23421,0.39997,0.46856,0.22663,0.17621,0.10443,0.05153,,,,,,,,,,,,,,,,,,,,,,,,
324,ON42,TPU,,,9/14/2024 11:53:50,0.64407,0.21611,0.34454,0.44128,0.21251,0.15006,0.08525,0.04411,,,,,,,,,,,,,,,,,,,,,,,,
325,ON42,TPU,,,9/14/2024 11:54:00,0.64634,0.21713,0.34567,0.44631,0.20982,0.1501,0.08458,0.04338,,,,,,,,,,,,,,,,,,,,,,,,
326,ON41,TPU,,,9/14/2024 11:54:10,0.67241,0.23294,0.38528,0.45817,0.22338,0.17077,0.09974,0.0495,,,,,,,,,,,,,,,,,,,,,,,,
327,ON41,TPU,,,9/14/2024 11:54:20,0.67209,0.22871,0.38734,0.4522,0.2157,0.16598,0.09702,0.04829,,,,,,,,,,,,,,,,,,,,,,,,
328,ON41,TPU,,,9/14/2024 11:54:30,0.64937,0.23626,0.37403,0.42682,0.2001,0.16141,0.09717,0.04528,,,,,,,,,,,,,,,,,,,,,,,,
329,ON41,TPU,,,9/14/2024 11:54:40,0.64919,0.2374,0.36963,0.41912,0.19504,0.15767,0.09417,0.04302,,,,,,,,,,,,,,,,,,,,,,,,
330,ON40,TPU,,,9/14/2024 11:54:50,0.72193,0.24807,0.43715,0.50755,0.25049,0.18842,0.10947,0.05439,,,,,,,,,,,,,,,,,,,,,,,,
331,ON40,TPU,,,9/14/2024 11:55:00,0.71539,0.24871,0.42264,0.49791,0.2366,0.18395,0.10566,0.05143,,,,,,,,,,,,,,,,,,,,,,,,
332,ON40,TPU,,,9/14/2024 11:55:10,0.68285,0.23207,0.3746,0.45685,0.20858,0.14717,0.0834,0.04186,,,,,,,,,,,,,,,,,,,,,,,,
333,ON40,TPU,,,9/14/2024 11:55:20,0.68418,0.23478,0.3781,0.46442,0.21155,0.15205,0.08639,0.04259,,,,,,,,,,,,,,,,,,,,,,,,
334,calibration,calibration,,calibration,9/14/2024 11:55:30,0.83854,0.29249,0.69139,0.73415,0.45722,0.3828,0.22392,0.11456,,,,,,,,,,,,,,,,,,,,,,,,
335,calibration,calibration,,calibration,9/14/2024 11:55:40,0.83868,0.2925,0.69139,0.73411,0.45721,0.38273,0.22392,0.11455,,,,,,,,,,,,,,,,,,,,,,,,
336,calibration,calibration,,calibration,9/14/2024 11:55:50,0.83873,0.29247,0.69149,0.73409,0.45729,0.38271,0.22387,0.1146,,,,,,,,,,,,,,,,,,,,,,,,
337,calibration,calibration,,calibration,9/14/2024 11:56:00,0.83871,0.29244,0.69148,0.73414,0.45719,0.38272,0.22382,0.11457,,,,,,,,,,,,,,,,,,,,,,,,
