Reading,Name,PlasticType,Color,MeasurementType,DateTime,nm940,nm1050,nm1200,nm1300,nm1450,nm1550,nm1650,nm1720,nm940_snv,nm1050_snv,nm1200_snv,nm1300_snv,nm1450_snv,nm1550_snv,nm1650_snv,nm1720_snv,nm940_norm,nm1050_norm,nm1200_norm,nm1300_norm,nm1450_norm,nm1550_norm,nm1650_norm,nm1720_norm
0,,unknown,,calibration,2023-09-13 13:19:47.205621,27134.0,41499.0,88412.0,90637.0,50212.0,53950.0,19403.0,13342.0,-0.765378254251768,-0.24031352065092043,1.4744349546304272,1.555762419458961,0.0781611764506587,0.2147913173625952,-1.0479592118200347,-1.269498881179919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,A01C,PET,white,regular,2023-09-13 13:20:20.387255,27684.0,41790.0,83570.0,88409.0,43331.0,49554.0,14403.0,9208.0,-0.6269984522019971,-0.10855562788661086,1.4269995401196869,1.6048490245137146,-0.0519187079752249,0.17679741960982037,-1.1151197587192696,-1.3060534374601196,1.0961796969029292,0.9799517061388306,0.43834389412089964,0.7029713211395576,-0.28293411160558823,0.20412205207158218,-1.340691266563383,-1.7979432922048302
2,A01C,PET,white,regular,2023-09-13 13:20:21.831620,27947.0,41636.0,84092.0,89146.0,43397.0,49066.0,14416.0,9238.0,-0.6172007879976488,-0.11786646451544171,1.4308031269638908,1.61515813250696,-0.05363038126230659,0.1531580094032374,-1.1107717377410737,-1.2996498973576174,1.1527878499686595,0.9214010079856199,0.46868449482129887,0.7499813128589575,-0.2851776484244295,0.10707212913994893,-1.3378963558270012,-1.7768527905230522
3,A01C,PET,white,regular,2023-09-13 13:20:23.135097,28022.0,41727.0,84600.0,89394.0,43602.0,49314.0,14695.0,9309.0,-0.6203594230209157,-0.12202473077906706,1.436902905885273,1.611220053977752,-0.05384687248257189,0.15385015503187102,-1.1049494590301912,-1.30079262958215,1.1554090602549028,0.9140511004941005,0.48322125622324813,0.7438109558408482,-0.3013724593051942,0.10375488631851477,-1.2851647939649988,-1.8137100058614193
4,A01C,PET,white,regular,2023-09-13 13:20:24.682016,27813.0,41994.0,84062.0,89009.0,43427.0,49492.0,14901.0,9286.0,-0.6290214195558811,-0.10995521352027156,1.4298570109706685,1.610931725113406,-0.057503209201180634,0.1644935850732691,-1.1016385024366222,-1.3071639764433882,1.1114106000712338,0.9931002803280987,0.44084995674686545,0.7230729104146115,-0.33541135254351817,0.1388342200207319,-1.21080683377256,-1.8610497812654592
5,A02C,PET,white,regular,2023-09-13 13:20:51.803230,27550.0,42015.0,86188.0,90949.0,45070.0,50757.0,15798.0,9710.0,-0.6605492913293524,-0.1428012742832687,1.438289853056977,1.6087010738766385,-0.03345317942839239,0.1701025048399158,-1.0811904732391744,-1.2990992134933435,0.9405030082448301,0.910892815868803,0.5267339903285632,0.8189974756763827,-0.26276826654003416,0.17895336802889822,-1.1150147608976948,-1.9982976307097517
6,A02C,PET,white,regular,2023-09-13 13:20:53.102515,27806.0,42122.0,87328.0,92136.0,45641.0,50888.0,15489.0,9972.0,-0.6564537606256282,-0.15165071835904068,1.4423787821092016,1.611915875376717,-0.027565645312371108,0.15745122830964514,-1.0907691470183047,-1.285306614480219,0.95519845552854,0.8566322428679689,0.5810187023312682,0.8720543854898156,-0.21503674431192643,0.13136259989176266,-1.3336055055575362,-1.847624136239886
7,A02C,PET,white,regular,2023-09-13 13:20:54.287140,27626.0,41807.0,86233.0,91320.0,45341.0,50775.0,15782.0,9725.0,-0.6585145883133714,-0.15237192657682924,1.4332633523391585,1.6148265510031308,-0.02623779170785386,0.16771039416594702,-1.0812459673139783,-1.2974300235962035,0.9591385874888323,0.849591040189028,0.5215954314578893,0.8507538646934777,-0.21854326766006402,0.17174250302622662,-1.1351102233728236,-1.9991679358225685
8,A02C,PET,white,regular,2023-09-13 13:20:55.499581,27642.0,41440.0,86161.0,91032.0,45091.0,50275.0,15458.0,9538.0,-0.6491567009706556,-0.156675458367891,1.439516283220617,1.613373083678514,-0.02636316551800746,0.15866529959669984,-1.084030701541179,-1.295328640098098,0.9915480628443963,0.7947945346987542,0.5599964151550479,0.8512485930068359,-0.18748602834448475,0.1433301000967263,-1.1772451051408872,-1.9761865723163865
9,A03C,PET,transparent,regular,2023-09-13 13:21:18.326030,28649.0,43140.0,94048.0,95775.0,50448.0,56013.0,18871.0,12471.0,-0.7217891665175658,-0.23022472166552835,1.4966790640309398,1.5552624465621294,0.017677628964427438,0.2064538442429857,-1.0534789837671152,-1.270580111850273,0.8098271900556553,0.43372555734060986,0.9925115187500957,0.829535254728953,-0.3706829164734161,0.40362033717177803,-1.1121910067292775,-1.9863459348444084
10,A03C,PET,transparent,regular,2023-09-13 13:21:19.961172,28694.0,42598.0,94477.0,96152.0,50560.0,55883.0,19013.0,12396.0,-0.7179768370353568,-0.24881028568671704,1.5017572860491921,1.558277278390171,0.019853701787237908,0.19946917595501762,-1.0446455211267103,-1.2679247983328343,0.8299329928461058,0.13144064125086408,1.0801127164994564,0.9054963864123379,-0.3089638072830366,0.34197813679225514,-0.917823533551363,-2.06217353296661
11,A03C,PET,transparent,regular,2023-09-13 13:21:21.185442,29133.0,43486.0,95002.0,96181.0,50428.0,56685.0,19006.0,12460.0,-0.7129647104584108,-0.22946063281897378,1.5059393576828892,1.5456558843697767,0.0043918932712493286,0.21516908366976933,-1.0541091258596913,-1.2746217498566088,0.9576566570446831,0.4143595490245868,0.9758991332431318,0.694245441178635,-0.5036559660343692,0.47364688963055623,-1.025292955045578,-1.9868587490416432
