Type,ID,Color,940,1050,1200,1300,1450,1550,1650,1720
PS,305,white,0.0978,0.0745,0.0708,0.0853,0.0693,0.0746,0.0854,0.0149
PS,306,white,0.1285,0.1027,0.1003,0.1211,0.1028,0.1132,0.1359,0.023
PS,306,white,0.1285,0.1025,0.1003,0.1212,0.1028,0.1132,0.1359,0.0229
PS,306,white,0.1285,0.1027,0.1003,0.1212,0.1028,0.1132,0.1358,0.023
PS,306,white,0.1285,0.1027,0.1003,0.1212,0.1028,0.1132,0.1359,0.0229
PS,306,white,0.1284,0.1027,0.1003,0.1211,0.1028,0.1132,0.1358,0.023
PS,306,white,0.1284,0.1028,0.1004,0.1212,0.1028,0.1131,0.1359,0.023
Unknown,901,white,0.1182,0.0924,0.0834,0.1033,0.0829,0.0952,0.1224,0.0213
Unknown,901,white,0.1182,0.0924,0.0834,0.1033,0.0829,0.0951,0.1224,0.0213
Unknown,901,white,0.1182,0.0924,0.0834,0.1033,0.0829,0.0951,0.1224,0.0213
Unknown,901,white,0.1182,0.0924,0.0834,0.1033,0.083,0.0951,0.1223,0.0213
Unknown,901,white,0.1182,0.0923,0.0834,0.1033,0.083,0.095,0.1223,0.0213
Unknown,903,red,0.0414,0.0297,0.0258,0.0312,0.0256,0.0292,0.0377,0.0072
Unknown,903,red,0.0414,0.0298,0.0258,0.0312,0.0256,0.0292,0.0377,0.0073
Unknown,903,red,0.0414,0.0297,0.0259,0.0312,0.0256,0.0292,0.0377,0.0072
Unknown,903,red,0.0414,0.0297,0.0259,0.0311,0.0257,0.0292,0.0377,0.0072
Unknown,903,red,0.0413,0.0297,0.0258,0.0311,0.0256,0.0291,0.0377,0.0072
Unknown,904,white,0.0666,0.0723,0.0501,0.0698,0.056,0.0689,0.106,0.0222
Unknown,904,white,0.0666,0.0723,0.0501,0.0698,0.056,0.0689,0.106,0.0222
Unknown,904,white,0.0666,0.0723,0.0501,0.0698,0.0561,0.0688,0.106,0.0222
Unknown,904,white,0.0666,0.0723,0.0501,0.0699,0.0561,0.0688,0.106,0.0222
Unknown,904,white,0.0666,0.0723,0.0501,0.0698,0.056,0.0689,0.106,0.0222
Unknown,905,yellow,0.0667,0.0511,0.0379,0.0472,0.034,0.039,0.0554,0.0116
Unknown,905,yellow,0.0668,0.0511,0.0379,0.0474,0.034,0.039,0.0555,0.0116
Unknown,905,yellow,0.0667,0.0512,0.0379,0.0473,0.0341,0.039,0.0555,0.0116
Unknown,905,yellow,0.0667,0.0512,0.0379,0.0473,0.0341,0.039,0.0554,0.0116
Unknown,905,yellow,0.0668,0.0512,0.0379,0.0473,0.0341,0.039,0.0555,0.0116
Unknown,907,green,0.0757,0.0568,0.0454,0.0557,0.0374,0.0438,0.0544,0.0101
Unknown,907,green,0.0758,0.0568,0.0454,0.0557,0.0375,0.0437,0.0544,0.0101
Unknown,907,green,0.0758,0.0568,0.0454,0.0557,0.0375,0.0438,0.0544,0.0102
Unknown,907,green,0.0758,0.0568,0.0454,0.0558,0.0374,0.0438,0.0544,0.0102
Unknown,907,green,0.0758,0.0568,0.0454,0.0558,0.0375,0.0438,0.0544,0.0101
Unknown,908,blue,0.0218,0.0211,0.0134,0.0262,0.0516,0.024,0.0155,0.0077
Unknown,908,blue,0.0218,0.0211,0.0134,0.0262,0.0516,0.024,0.0155,0.0077
Unknown,908,blue,0.0218,0.0211,0.0134,0.0261,0.0515,0.024,0.0155,0.0076
Unknown,908,blue,0.0218,0.0211,0.0134,0.0262,0.0515,0.0239,0.0155,0.0077
Unknown,908,blue,0.0218,0.0211,0.0134,0.0262,0.0515,0.024,0.0155,0.0076
Unknown,911,blue,0.0372,0.0274,0.0232,0.0307,0.0235,0.0266,0.0366,0.0074
Unknown,911,blue,0.0373,0.0274,0.0232,0.0307,0.0236,0.0266,0.0366,0.0075
Unknown,911,blue,0.0373,0.0274,0.0232,0.0307,0.0236,0.0267,0.0366,0.0073
Unknown,911,blue,0.0373,0.0274,0.0232,0.0307,0.0236,0.0266,0.0366,0.0075
Unknown,911,blue,0.0372,0.0274,0.0233,0.0307,0.0235,0.0267,0.0366,0.0074
Unknown,914,transparent,0.0237,0.0165,0.0154,0.022,0.0201,0.0226,0.0424,0.0042
Unknown,914,transparent,0.0238,0.0165,0.0154,0.022,0.0201,0.0226,0.0424,0.0042
Unknown,914,transparent,0.0237,0.0166,0.0154,0.022,0.0202,0.0226,0.0424,0.0042
Unknown,914,transparent,0.0238,0.0166,0.0154,0.022,0.0202,0.0226,0.0424,0.0043
Unknown,914,transparent,0.0238,0.0165,0.0154,0.0218,0.0201,0.0226,0.0424,0.0042
Unknown,917,transparent,0.0236,0.0167,0.0197,0.018,0.0189,0.0203,0.0285,0.0048
Unknown,917,transparent,0.0236,0.0167,0.0196,0.018,0.0189,0.0202,0.0285,0.0048
Unknown,917,transparent,0.0236,0.0167,0.0197,0.018,0.0189,0.0203,0.0285,0.0048
Unknown,917,transparent,0.0236,0.0167,0.0197,0.0181,0.0189,0.0203,0.0285,0.0048
Unknown,917,transparent,0.0236,0.0167,0.0197,0.0181,0.0189,0.0203,0.0285,0.0048
Unknown,917,transparent,0.0236,0.0167,0.0196,0.018,0.0189,0.0203,0.0285,0.0048
Unknown,918,white,0.1406,0.1076,0.0952,0.1308,0.0935,0.1102,0.1366,0.0242
Unknown,918,white,0.1406,0.1076,0.0952,0.1308,0.0935,0.1102,0.1365,0.0242
Unknown,918,white,0.1406,0.1076,0.0952,0.1309,0.0935,0.1102,0.1365,0.0242
Unknown,918,white,0.1406,0.1075,0.0953,0.1309,0.0935,0.1102,0.1366,0.0242
Unknown,918,white,0.1406,0.1075,0.0953,0.1309,0.0935,0.1102,0.1365,0.0242
Unknown,919,blue,0.1074,0.0888,0.0849,0.1152,0.0869,0.0876,0.1041,0.0178
Unknown,919,blue,0.1074,0.0888,0.0849,0.1152,0.087,0.0876,0.1041,0.0178
Unknown,919,blue,0.1074,0.0888,0.0849,0.1152,0.0869,0.0877,0.1041,0.0178
Unknown,919,blue,0.1073,0.0888,0.0849,0.1152,0.0869,0.0876,0.1041,0.0178
Unknown,919,blue,0.1073,0.0888,0.0849,0.1153,0.087,0.0876,0.1041,0.0178
Unknown,922,white,0.1215,0.09,0.0746,0.0961,0.0667,0.0729,0.0812,0.0141
Unknown,922,white,0.1215,0.0901,0.0746,0.0961,0.0668,0.0729,0.0812,0.0141
Unknown,922,white,0.1215,0.09,0.0746,0.0961,0.0667,0.0729,0.0812,0.0141
Unknown,922,white,0.1215,0.09,0.0747,0.0961,0.0667,0.0729,0.0812,0.0141
Unknown,922,white,0.1215,0.09,0.0746,0.0962,0.0667,0.0729,0.0812,0.0141
Unknown,999,orange,0.0903,0.0696,0.0554,0.0687,0.0502,0.0553,0.0683,0.0125
Unknown,999,orange,0.0903,0.0696,0.0555,0.0688,0.0502,0.0552,0.0683,0.0125
Unknown,999,orange,0.0903,0.0697,0.0554,0.0687,0.0502,0.0553,0.0682,0.0126
Unknown,999,orange,0.0903,0.0697,0.0554,0.0688,0.0502,0.0552,0.0682,0.0126
Unknown,999,orange,0.0903,0.0697,0.0554,0.0688,0.0502,0.0552,0.0682,0.0126
PP,025 wrong,,0.1223,0.0972,0.0978,0.11,0.0997,0.1157,0.1491,0.0318
